condition,gene,weighted_degree,degree
HER2_tumor,ANKRD36B,0.4801067262887954,2
HER2_tumor,RNF111,0.4780981391668319,2
HER2_tumor,NISCH,0.4768982529640198,2
HER2_tumor,NCK2,0.4759972691535949,2
HER2_tumor,JMY,0.4752495884895324,1
HER2_tumor,U2AF1L4,0.4752495884895324,1
HER2_tumor,MMP14,0.475182294845581,2
HER2_tumor,ZYX,0.474884033203125,2
HER2_tumor,ARFRP1,0.4744340181350708,2
HER2_tumor,ASXL1,0.4743406623601913,2
HER2_tumor,DDR2,0.4740807265043258,2
HER2_tumor,F2R,0.4730001240968704,2
HER2_tumor,ZNF292,0.4727002382278442,2
HER2_tumor,OSBPL5,0.4725091606378555,2
HER2_tumor,MEF2A,0.471612736582756,2
HER2_tumor,ASXL2,0.4715926796197891,2
HER2_tumor,CEP120,0.471424400806427,2
HER2_tumor,NCF2,0.4708244502544403,2
HER2_tumor,TACC1,0.4706835448741913,2
HER2_tumor,LAMA5,0.4700883775949478,2
HER2_tumor,TNFAIP8L1,0.4697446227073669,2
HER2_tumor,FMNL1,0.4694317430257797,2
HER2_tumor,TYW3,0.467633381485939,2
HER2_tumor,NPC1,0.4661860913038254,2
HER2_tumor,NFE2L1,0.4655399471521377,2
HER2_tumor,RHOG,0.4651463627815246,2
HER2_tumor,CTSO,0.4651266932487488,2
HER2_tumor,CDKAL1,0.464457556605339,2
HER2_tumor,C1QTNF6,0.4637643247842788,2
HER2_tumor,HOXD8,0.4607588797807693,2
HER2_tumor,TMEM30A,0.4594033360481262,2
HER2_tumor,RICTOR,0.458223283290863,2
HER2_tumor,FHL3,0.4576654881238937,2
HER2_tumor,MEF2C,0.4557282328605652,2
HER2_tumor,EDNRA,0.4548109322786331,2
HER2_tumor,IL4R,0.4541486948728561,2
HER2_tumor,EML3,0.4533313065767288,2
HER2_tumor,COL12A1,0.4507559388875961,2
HER2_tumor,HLA-DQA1,0.4505356699228287,2
HER2_tumor,CENPK,0.4503341913223266,2
HER2_tumor,ABHD13,0.4498176425695419,2
HER2_tumor,IFI35,0.4485643655061722,2
HER2_tumor,NR4A3,0.4472237378358841,2
HER2_tumor,ZSWIM6,0.4471182525157928,2
HER2_tumor,ANKRD30A,0.4459752440452575,2
HER2_tumor,DAB2,0.4459000676870346,2
HER2_tumor,DRG2,0.4452608227729797,2
HER2_tumor,CORO1C,0.4447348713874817,2
HER2_tumor,TBK1,0.4437603652477264,2
HER2_tumor,NPTN,0.4425878524780273,2
HER2_tumor,CYBB,0.4420834928750992,2
HER2_tumor,PUDP,0.4405749142169952,2
HER2_tumor,ST3GAL1,0.4397390931844711,2
HER2_tumor,ATF7IP,0.4395170658826828,2
HER2_tumor,FAM198B,0.4390827417373657,2
HER2_tumor,HSPA1A,0.4381158649921417,1
HER2_tumor,HSPA1B,0.4381158649921417,1
HER2_tumor,SHROOM1,0.4378103762865066,2
HER2_tumor,TSC22D1,0.4370012283325195,2
HER2_tumor,SP4,0.4352853298187256,2
HER2_tumor,PIP5K1C,0.4349529147148132,2
HER2_tumor,CD68,0.4335310608148575,2
HER2_tumor,FUT11,0.4321723580360412,1
HER2_tumor,MYADM,0.4295251071453094,2
HER2_tumor,CYP27A1,0.4292420148849487,2
HER2_tumor,PPFIBP1,0.4285165965557098,2
HER2_tumor,CD93,0.4278620630502701,2
HER2_tumor,HIRIP3,0.4268614947795868,2
HER2_tumor,EIF4E3,0.4247270375490188,2
HER2_tumor,RALGAPA2,0.4214259684085846,2
HER2_tumor,CTNNB1,0.4184515923261642,2
HER2_tumor,TIMP1,0.4160424023866653,2
HER2_tumor,PLXNC1,0.4157025665044784,2
HER2_tumor,DGKZ,0.4147405475378036,2
HER2_tumor,MTM1,0.4101955592632293,2
HER2_tumor,NSMCE3,0.4088166952133178,2
HER2_tumor,AKAP13,0.4086892306804657,2
HER2_tumor,GSN,0.4055138677358627,2
HER2_tumor,YJU2,0.4042631983757019,1
HER2_tumor,TIAM1,0.3966814279556274,1
HER2_tumor,AKAP7,0.3966814279556274,1
HER2_tumor,ARHGEF7,0.392150342464447,1
HER2_tumor,S100A8,0.3848496079444885,1
HER2_tumor,S100A9,0.3848496079444885,1
HER2_tumor,C1QA,0.379129558801651,1
HER2_tumor,CDS2,0.3711224496364593,1
HER2_tumor,WDR76,0.3669081032276153,1
HER2_tumor,CENPU,0.3669081032276153,1
HER2_tumor,SWAP70,0.3658156096935272,1
HER2_tumor,PTPN4,0.3608881831169128,1
HER2_tumor,PLEKHM1,0.3591814637184143,1
HER2_tumor,AL390728.6,0.353302925825119,1
HER2_tumor,LPAR6,0.353302925825119,1
HER2_tumor,SLC35B4,0.3329865038394928,1
HER2_tumor,NAB2,0.3329865038394928,1
HER2_tumor,TM4SF18,0.3322361707687378,1
HER2_tumor,IFITM2,0.3320504128932953,1
HER2_tumor,NMB,0.3309229016304016,1
HER2_tumor,ITPR3,0.3270297646522522,1
HER2_tumor,IER5L,0.324345588684082,1
HER2_tumor,PDLIM5,0.3227033615112304,1
HER2_tumor,ACTN1,0.3227033615112304,1
HER2_tumor,R3HDM4,0.3207412362098694,1
HER2_tumor,ACSS1,0.3207412362098694,1
HER2_tumor,CCNA2,0.3177509307861328,1
HER2_tumor,NPAT,0.3175323605537414,1
HER2_tumor,ABCD4,0.3172334432601928,1
HER2_tumor,GLIPR2,0.3106893301010132,1
HER2_tumor,GRB10,0.3098046779632568,1
HER2_tumor,COX19,0.3063992261886596,1
HER2_tumor,CDC42SE1,0.3045148551464081,1
HER2_tumor,DCK,0.3045148551464081,1
HER2_tumor,LYST,0.3029486238956451,1
HER2_tumor,TNIP1,0.3029486238956451,1
HER2_tumor,TMX3,0.2973547875881195,1
HER2_tumor,SLF1,0.2953543066978454,1
HER2_tumor,USP20,0.2953543066978454,1
HER2_tumor,CYB5R4,0.2949423789978027,1
HER2_tumor,PTPRJ,0.2949423789978027,1
HER2_tumor,CDKN2D,0.2936934530735016,1
HER2_tumor,PDLIM2,0.2927774488925934,1
HER2_tumor,SUPT7L,0.2920290529727936,1
HER2_tumor,AKIP1,0.2920290529727936,1
HER2_tumor,HOTAIRM1,0.2910890281200409,1
HER2_tumor,APOE,0.2893353402614593,1
HER2_tumor,ELMO1,0.2887040376663208,1
HER2_tumor,NMT2,0.2864279747009277,1
HER2_tumor,ZNF331,0.2863863408565521,1
HER2_tumor,STK17B,0.2863863408565521,1
HER2_tumor,MAN2A2,0.2856032848358154,1
HER2_tumor,DIAPH2,0.2853378653526306,1
HER2_tumor,PEAK1,0.2847063839435577,1
HER2_tumor,OGFRL1,0.2842701375484466,1
HER2_tumor,PLXND1,0.2823824286460876,1
HER2_tumor,FILIP1L,0.2816221117973327,1
HER2_tumor,ETS2,0.2796475291252136,1
HER2_tumor,TRAC,0.2782543301582336,1
HER2_tumor,MT-ND2,0.2780401408672333,1
HER2_tumor,HLA-DMA,0.2778394818305969,1
HER2_tumor,ETS1,0.2772886157035827,1
HER2_tumor,LBH,0.2772886157035827,1
HER2_tumor,TRBC1,0.2766199111938476,1
HER2_tumor,PER1,0.2762172222137451,1
HER2_tumor,PCM1,0.2759358882904053,1
HER2_tumor,CAVIN3,0.2755129635334015,1
HER2_tumor,FHL2,0.2755104899406433,1
HER2_tumor,MIR4435-2HG,0.2752785086631775,1
HER2_tumor,CYTOR,0.2752785086631775,1
HER2_tumor,PIGK,0.2730562388896942,1
HER2_tumor,YPEL2,0.2718420922756195,1
HER2_tumor,EVI5,0.271673172712326,1
HER2_tumor,C1orf54,0.2715038657188415,1
HER2_tumor,BAMBI,0.2714616954326629,1
HER2_tumor,DST,0.2707420885562897,1
HER2_tumor,PPM1M,0.2701666057109833,1
HER2_tumor,NFKBIE,0.2701666057109833,1
HER2_tumor,DOCK10,0.2695324122905731,1
HER2_tumor,MAST4,0.2689191401004791,1
HER2_tumor,CFLAR,0.2687540054321289,1
HER2_tumor,RELB,0.2687540054321289,1
HER2_tumor,ZBTB2,0.2677226364612579,1
HER2_tumor,EEF1AKMT2,0.2677226364612579,1
HER2_tumor,LMNA,0.2659389972686767,1
HER2_tumor,HES1,0.2659389972686767,1
HER2_tumor,CABIN1,0.2654289901256561,1
HER2_tumor,THAP9-AS1,0.264965146780014,1
HER2_tumor,BCOR,0.264965146780014,1
HER2_tumor,NFE2L2,0.2646188735961914,1
HER2_tumor,HIP1,0.2639333307743072,1
HER2_tumor,DDX60L,0.2636450827121734,1
HER2_tumor,PLEKHA2,0.2635385990142822,1
HER2_tumor,MLLT3,0.263050764799118,1
HER2_tumor,TSPAN17,0.263050764799118,1
HER2_tumor,RASAL2,0.2619368433952331,1
HER2_tumor,MCM7,0.2617412507534027,1
HER2_tumor,ISY1,0.2614036500453949,1
HER2_tumor,CHIC2,0.2614036500453949,1
HER2_tumor,CUL9,0.2611688077449798,1
HER2_tumor,TMEM176B,0.261018842458725,1
HER2_tumor,TMEM176A,0.261018842458725,1
HER2_tumor,GTF2F2,0.2605138421058655,1
HER2_tumor,TRIM13,0.2605138421058655,1
HER2_tumor,SIPA1L1,0.2578243017196655,1
HER2_tumor,COQ8B,0.2578243017196655,1
HER2_tumor,NUP214,0.2576993703842163,1
HER2_tumor,SART1,0.2576993703842163,1
HER2_tumor,ANKLE2,0.2567976117134094,1
HER2_tumor,TMC6,0.256788432598114,1
HER2_tumor,MFSD11,0.2557591497898102,1
HER2_tumor,RASSF4,0.2550595998764038,1
HER2_tumor,TENT2,0.2536855638027191,1
HER2_tumor,ARFGAP1,0.2534963190555572,1
HER2_tumor,CCDC28A,0.2499378770589828,1
HER2_tumor,CMTM3,0.2495724856853485,1
HER2_tumor,HMGB2,0.2491611093282699,1
HER2_tumor,PDGFA,0.2488157153129577,1
HER2_tumor,MAPRE2,0.2484274506568908,1
HER2_tumor,THADA,0.2480985522270202,1
HER2_tumor,CDKN1C,0.247590884566307,1
HER2_tumor,LTB,0.247415617108345,1
HER2_tumor,WRAP73,0.2471112161874771,1
HER2_tumor,KIAA0586,0.247012510895729,1
HER2_tumor,TCHP,0.2464718222618103,1
HER2_tumor,CBLB,0.2458982914686203,1
HER2_tumor,NBL1,0.245893582701683,1
HER2_tumor,SEPT8,0.245893582701683,1
HER2_tumor,MB21D2,0.2450792342424392,1
HER2_tumor,TPCN2,0.2450792342424392,1
HER2_tumor,IFNGR1,0.2450538426637649,1
HER2_tumor,GEM,0.2449419796466827,1
HER2_tumor,ID1,0.244884192943573,1
HER2_tumor,NEK1,0.244760662317276,1
HER2_tumor,PIGL,0.244760662317276,1
HER2_tumor,TLN2,0.2442544847726822,1
HER2_tumor,NCF4,0.243866741657257,1
HER2_tumor,FAM214B,0.2422246932983398,1
HER2_tumor,EED,0.2416362762451172,1
HER2_tumor,ZCCHC4,0.2409979999065399,1
HER2_tumor,COQ10A,0.2409979999065399,1
HER2_tumor,PTK2B,0.2404835224151611,1
HER2_tumor,FOSL2,0.23936128616333,1
HER2_tumor,NCOA7,0.2392754852771759,1
HER2_tumor,HCFC2,0.2392492890357971,1
HER2_tumor,THBS1,0.2381424307823181,1
HER2_tumor,COMMD8,0.2380210757255554,1
HER2_tumor,CRYBG1,0.2380210757255554,1
HER2_tumor,C1R,0.2378301471471786,1
HER2_tumor,RUFY2,0.2377454787492752,1
HER2_tumor,TM4SF1,0.2362144887447357,1
HER2_tumor,ATXN2L,0.2359544783830642,1
HER2_tumor,ATP2B4,0.2359386086463928,1
HER2_tumor,RBM5,0.2357589453458786,1
HER2_tumor,TGFBR3,0.2348827421665191,1
HER2_tumor,LSP1,0.2347709238529205,1
HER2_tumor,MICAL2,0.2344182282686233,1
HER2_tumor,ITM2B,0.2336704432964325,1
HER2_tumor,PLEKHM2,0.2333348542451858,1
HER2_tumor,GBP2,0.2331312298774719,1
HER2_tumor,LIPA,0.2329041659832,1
HER2_tumor,ENG,0.2328186184167862,1
HER2_tumor,KLHL5,0.2325757443904876,1
HER2_tumor,STRADA,0.2316268384456634,1
HER2_tumor,GABPB1,0.2316268384456634,1
HER2_tumor,VPS13C,0.2302202731370926,1
HER2_tumor,PRKX,0.2299427986145019,1
HER2_tumor,ARRDC3,0.2296314537525177,1
HER2_tumor,PHYH,0.2294304519891739,1
HER2_tumor,RNGTT,0.2282665818929672,1
HER2_tumor,TRIP4,0.2280845642089843,1
HER2_tumor,CSNK1G3,0.2280168086290359,1
HER2_tumor,FGF7,0.227381095290184,1
HER2_tumor,FBLN1,0.2273698598146438,1
HER2_tumor,SLC38A9,0.2273133844137191,1
HER2_tumor,CPQ,0.2273133844137191,1
HER2_tumor,STIM2,0.2271383553743362,1
HER2_tumor,PJA2,0.2270414233207702,1
HER2_tumor,TREM2,0.22688989341259,1
HER2_tumor,TMSB4X,0.2266726940870285,1
HER2_tumor,PPP1R18,0.2266726940870285,1
HER2_tumor,ISLR,0.2264963984489441,1
HER2_tumor,PACS2,0.2263982594013214,1
HER2_tumor,VPS8,0.2263486981391906,1
HER2_tumor,RGS3,0.2260543256998062,1
HER2_tumor,NUP58,0.2258139550685882,1
HER2_tumor,NPIPB5,0.2255289256572723,1
HER2_tumor,MEIS2,0.2251404076814651,1
HER2_tumor,EXOSC9,0.2247948199510574,1
HER2_tumor,C16orf87,0.2247948199510574,1
HER2_tumor,VASP,0.2247265428304672,1
HER2_tumor,ERBB2,0.2241912633180618,1
HER2_tumor,TEFM,0.2241889536380767,1
HER2_tumor,ESCO1,0.2241889536380767,1
HER2_tumor,ATXN7L1,0.2241152375936508,1
HER2_tumor,PRKAB1,0.2241152375936508,1
HER2_tumor,LY96,0.2240779548883438,1
HER2_tumor,RAB31,0.2237899750471115,1
HER2_tumor,CCND3,0.223764106631279,1
HER2_tumor,GOLIM4,0.223707914352417,1
HER2_tumor,DPY19L1,0.2235778868198394,1
HER2_tumor,ZNF430,0.2231785207986831,1
HER2_tumor,ACE,0.2230391800403595,1
HER2_tumor,CTSB,0.2225138694047927,1
HER2_tumor,CTSZ,0.2225138694047927,1
HER2_tumor,CCDC71L,0.2220847606658935,1
HER2_tumor,CA5B,0.2218716293573379,1
HER2_tumor,IP6K1,0.2218043506145477,1
HER2_tumor,SUSD6,0.2218043506145477,1
HER2_tumor,FTX,0.221758022904396,1
HER2_tumor,AKR1B1,0.2217355072498321,1
HER2_tumor,IFI27L2,0.2217355072498321,1
HER2_tumor,WLS,0.2215135991573333,1
HER2_tumor,ZBTB11,0.2207680642604828,1
HER2_tumor,TRIM21,0.2204580605030059,1
HER2_tumor,ATP6V1B2,0.2204348146915435,1
HER2_tumor,HEXA,0.2204348146915435,1
HER2_tumor,GLS,0.2202328294515609,1
HER2_tumor,ATXN7L3,0.2198486030101776,1
HER2_tumor,EDN1,0.2196159064769745,1
HER2_tumor,PHYKPL,0.2193115204572677,1
HER2_tumor,ELK3,0.2192118465900421,1
HER2_tumor,PDS5B,0.2191246002912521,1
HER2_tumor,ARRDC2,0.2191031873226165,1
HER2_tumor,TBCD,0.2190989702939987,1
HER2_tumor,FZD4,0.2188111543655395,1
HER2_tumor,SEMA3F,0.2186491042375564,1
HER2_tumor,QKI,0.2186446040868759,1
HER2_tumor,TRERF1,0.2181378304958343,1
HER2_tumor,IFITM3,0.2180082201957702,1
HER2_tumor,GNLY,0.2177457362413406,1
HER2_tumor,RAD17,0.2174295336008072,1
HER2_tumor,MBD1,0.2163436412811279,1
HER2_tumor,MOAP1,0.2163366824388504,1
HER2_tumor,PHKG1,0.2163366824388504,1
HER2_tumor,DIS3,0.2161802649497985,1
HER2_tumor,SORBS3,0.2160435616970062,1
HER2_tumor,MRAS,0.2159426510334015,1
HER2_tumor,MFSD1,0.2158077508211136,1
HER2_tumor,CTSD,0.2158077508211136,1
HER2_tumor,RPA3,0.215803176164627,1
HER2_tumor,UBE2S,0.215803176164627,1
HER2_tumor,PPP1R12B,0.2157526314258575,1
HER2_tumor,MUC1,0.2156376838684082,1
HER2_tumor,CCDC88C,0.2153210788965225,1
HER2_tumor,HLA-C,0.215226724743843,1
HER2_tumor,EPS8,0.2150147408246994,1
HER2_tumor,SAV1,0.2150147408246994,1
HER2_tumor,CHD1,0.2150038033723831,1
HER2_tumor,PCED1A,0.2146528512239456,1
HER2_tumor,MTX3,0.2146528512239456,1
HER2_tumor,ANKRD36,0.2143039554357528,1
HER2_tumor,RFFL,0.2142529040575027,1
HER2_tumor,FAM228B,0.2142529040575027,1
HER2_tumor,DPYSL2,0.21391661465168,1
HER2_tumor,RPS6KA3,0.2139159142971038,1
HER2_tumor,UXS1,0.2132891863584518,1
HER2_tumor,CTDSP1,0.2132891863584518,1
HER2_tumor,LMNB1,0.2130666673183441,1
HER2_tumor,RASSF1,0.2130041122436523,1
HER2_tumor,DEF6,0.2125372737646103,1
HER2_tumor,ATP11A,0.2123258858919143,1
HER2_tumor,LGALS9,0.2120719403028488,1
HER2_tumor,CXXC1,0.2120637446641922,1
HER2_tumor,RAP2A,0.2118307054042816,1
HER2_tumor,CRISPLD2,0.2116055488586425,1
HER2_tumor,POLG,0.2115829139947891,1
HER2_tumor,ARHGAP26,0.2114903926849365,1
HER2_tumor,ANKRD13D,0.2111544013023376,1
HER2_tumor,STOM,0.2108126729726791,1
HER2_tumor,PLTP,0.2103020250797271,1
HER2_tumor,C3,0.2103020250797271,1
HER2_tumor,LIMS1,0.2102651596069336,1
HER2_tumor,RPS6KA1,0.2102101594209671,1
HER2_tumor,SEMA4D,0.2102101594209671,1
HER2_tumor,RCBTB1,0.209902212023735,1
HER2_tumor,TERF2IP,0.2096381932497024,1
HER2_tumor,MNDA,0.2095463424921035,1
HER2_tumor,ASF1B,0.2095418721437454,1
HER2_tumor,PIP4K2A,0.2091245651245117,1
HER2_tumor,TAOK3,0.2091245651245117,1
HER2_tumor,CDC14B,0.2089550644159317,1
HER2_tumor,ITGA5,0.2086502164602279,1
HER2_tumor,PDLIM7,0.2080930024385452,1
HER2_tumor,ABCA1,0.2080879062414169,1
HER2_tumor,UBE2Z,0.2080511450767517,1
HER2_tumor,WSB1,0.2080511450767517,1
HER2_tumor,PLD3,0.2080306261777877,1
HER2_tumor,ATP6V0A1,0.2080306261777877,1
HER2_tumor,STAM,0.2078568786382675,1
HER2_tumor,NBEAL2,0.2076714783906936,1
HER2_tumor,SESN3,0.2073482125997543,1
HER2_tumor,MAML2,0.2073482125997543,1
HER2_tumor,FRY,0.2073272168636322,1
HER2_tumor,CLK1,0.2073186635971069,1
HER2_tumor,GSTM3,0.207278162240982,1
HER2_tumor,SH3BP2,0.2067916393280029,1
HER2_tumor,CMIP,0.2067916393280029,1
HER2_tumor,PALLD,0.2067299038171768,1
HER2_tumor,ZNF335,0.2062733471393585,1
HER2_tumor,DUSP16,0.2062733471393585,1
HER2_tumor,HMOX1,0.2060747891664505,1
HER2_tumor,TRIM56,0.2060151249170303,1
HER2_tumor,CDK13,0.2060151249170303,1
HER2_tumor,BASP1,0.2059869468212127,1
HER2_tumor,NUP35,0.2059191912412643,1
HER2_tumor,UBR7,0.2059191912412643,1
HER2_tumor,TRIM5,0.2048423737287521,1
HER2_tumor,TAOK2,0.2047052383422851,1
HER2_tumor,IL1R1,0.2046314030885696,1
HER2_tumor,SH3BGRL3,0.2044748663902282,1
HER2_tumor,SYNE2,0.2041381448507309,1
HER2_tumor,CEMIP2,0.2040912508964538,1
HER2_tumor,SLC43A3,0.2036908417940139,1
HER2_tumor,CCL5,0.203238695859909,1
HER2_tumor,BBIP1,0.2027804255485534,1
HER2_tumor,ANKFY1,0.2027729600667953,1
HER2_tumor,MYSM1,0.2026252299547195,1
HER2_tumor,CCDC32,0.2025127559900283,1
HER2_tumor,WDR77,0.2022108286619186,1
HER2_tumor,PLK2,0.2020453512668609,1
Normal,KRT7,10.1362092345953,35
Normal,IRF6,9.827674075961111,35
Normal,SFN,9.488858297467232,29
Normal,KRT8,9.44685284793377,36
Normal,S100A14,9.38879795372486,33
Normal,PECAM1,9.142500400543211,32
Normal,CDH5,9.114610195159912,28
Normal,BCL6B,8.567882269620895,29
Normal,TACSTD2,8.49843342602253,30
Normal,CLDN7,8.120700359344482,29
Normal,VWF,8.104259416460991,29
Normal,GIMAP6,7.526184752583504,27
Normal,PTPRB,7.448660954833031,28
Normal,DCN,7.297563150525093,26
Normal,CDH3,7.288967832922935,31
Normal,CD24,7.064357340335846,30
Normal,ECSCR,6.827151879668236,23
Normal,F2RL3,6.470445841550827,23
Normal,LAMB3,6.462187364697456,27
Normal,FXYD1,6.22847093641758,25
Normal,COL6A3,6.132445856928825,25
Normal,TFAP2C,5.918631657958031,26
Normal,ADGRL4,5.902199178934097,24
Normal,DPT,5.895320922136307,21
Normal,GFPT2,5.890014484524727,25
Normal,CLDN5,5.885029092431068,21
Normal,CDCP1,5.860028058290482,24
Normal,PARD6B,5.857820317149162,26
Normal,VAMP8,5.83371177315712,24
Normal,KRT16,5.778648719191551,24
Normal,TMEM40,5.758465588092804,24
Normal,ANGPT2,5.738210126757622,25
Normal,KRT19,5.652931064367294,22
Normal,MYCT1,5.641194209456444,22
Normal,KRT6B,5.622267544269562,22
Normal,FXYD3,5.578004494309425,22
Normal,ENPEP,5.480323895812035,18
Normal,KRT23,5.449134439229965,21
Normal,TPM1,5.244869098067284,26
Normal,TNS4,5.2118275463581085,18
Normal,GIMAP7,5.177419483661652,21
Normal,TRIM29,5.132744178175926,20
Normal,PRSS22,4.991484493017197,20
Normal,CLDN4,4.9288142919540405,19
Normal,KRT5,4.927360206842423,14
Normal,TIE1,4.896760419011116,21
Normal,ITGB6,4.887622505426407,20
Normal,S1PR1,4.822299808263779,20
Normal,EP300,4.762660726904869,18
Normal,ERBIN,4.75907726585865,20
Normal,MMP19,4.734526351094246,17
Normal,ADCY4,4.717550203204155,17
Normal,NID1,4.659654006361961,20
Normal,TMEM30B,4.588890686631203,20
Normal,PDGFRB,4.572011306881905,16
Normal,ANXA3,4.551828637719154,19
Normal,CRISPLD2,4.461748033761978,17
Normal,SERPINF1,4.395400255918503,17
Normal,LUM,4.372860625386238,16
Normal,KDR,4.353920176625252,18
Normal,ZNF276,4.34685717523098,19
Normal,KLK5,4.311617374420166,20
Normal,ELF3,4.267909288406372,15
Normal,POLK,4.258956626057625,19
Normal,CALCRL,4.139066889882088,19
Normal,TCF4,4.108531713485718,16
Normal,AZGP1,4.048297449946404,17
Normal,RHOJ,4.012996256351471,14
Normal,KRT17,3.9613833725452414,13
Normal,SAA1,3.925422355532646,16
Normal,FAM193A,3.923458993434906,15
Normal,FGF7,3.881107166409493,17
Normal,SLC2A3,3.849365249276161,15
Normal,S100A2,3.846930593252182,14
Normal,ZEB2,3.823787868022919,14
Normal,THAP2,3.821406438946724,15
Normal,WFDC2,3.8165403008461,14
Normal,CNRIP1,3.814060017466545,16
Normal,PLIN2,3.7886934727430335,17
Normal,PCAT19,3.781892031431198,15
Normal,CTSL,3.7560594379901886,16
Normal,ITGA3,3.750937044620514,18
Normal,NEDD4L,3.7508935630321503,17
Normal,SRPX,3.698940426111221,16
Normal,MCTP1,3.638705626130104,17
Normal,LAMA4,3.552265241742134,14
Normal,EBF1,3.5496315211057663,16
Normal,NR2C2,3.5380055904388428,16
Normal,KLK10,3.5133387595415115,16
Normal,HHEX,3.4821949303150177,16
Normal,SSTR2,3.472750946879387,13
Normal,CDH1,3.417906269431114,14
Normal,POU2F1,3.4112893491983414,15
Normal,GEM,3.376734972000122,15
Normal,MEDAG,3.3730079233646397,13
Normal,BRAF,3.334744319319725,12
Normal,FLT1,3.3123705834150314,14
Normal,TFAP2A,3.255501687526703,15
Normal,TMC5,3.133793532848358,12
Normal,ADGRF5,3.132937803864479,12
Normal,RASGRP3,3.12234315276146,14
Normal,HGF,3.099647894501686,12
Normal,RBM10,3.096952587366104,14
Normal,MMP2,3.080804780125618,13
Normal,SDC1,3.038263961672783,14
Normal,MMP7,2.9822381287813187,13
Normal,EDNRB,2.905468910932541,11
Normal,IGFBP7,2.869114026427269,13
Normal,TMEM255B,2.8521429151296616,12
Normal,REV1,2.8460216373205185,12
Normal,ZG16B,2.844305321574211,14
Normal,SMIM22,2.8424563705921173,13
Normal,RUFY3,2.7845507115125656,13
Normal,TMEM45B,2.7336106449365616,10
Normal,RPGR,2.725285917520523,14
Normal,PDZK1IP1,2.714374005794525,13
Normal,TSPAN7,2.7007869482040405,12
Normal,NUAK1,2.687452509999275,11
Normal,FRYL,2.64958094060421,12
Normal,S100A9,2.6308485567569733,11
Normal,SLC34A2,2.622642517089844,11
Normal,EPPK1,2.610601395368576,12
Normal,CD36,2.603673189878464,11
Normal,PRRX1,2.599197849631309,12
Normal,ZC3H4,2.586533859372139,12
Normal,GTF2A1,2.555458500981331,11
Normal,GNG11,2.527958691120148,10
Normal,TTC14,2.5212584733963013,10
Normal,TWIST2,2.499851167201996,13
Normal,TOR1AIP1,2.4915712475776672,10
Normal,KLK7,2.472261279821396,11
Normal,APOD,2.446871280670166,10
Normal,ALDH1A3,2.4370676428079605,11
Normal,PPP1R15B,2.4107211530208588,11
Normal,KDM7A,2.4072913378477097,12
Normal,DNAJB1,2.3952005207538605,9
Normal,MAL2,2.3845884799957275,12
Normal,MPZL2,2.3776616156101227,11
Normal,PRKCH,2.3688785135746,9
Normal,C1R,2.3497818261384964,9
Normal,AGTR1,2.32325230538845,9
Normal,ADAMTS4,2.2957818806171417,10
Normal,FN1,2.2842782586812973,11
Normal,DCP2,2.2828719168901443,9
Normal,PDP1,2.2661393731832504,12
Normal,GLIPR1,2.2461419105529785,11
Normal,LRRC32,2.2189163118600845,9
Normal,DMTF1,2.217974409461021,9
Normal,PPARG,2.193924203515053,10
Normal,COG3,2.1842765361070637,8
Normal,GMFG,2.149943560361862,9
Normal,CLEC2B,2.14622263610363,9
Normal,ZEB1,2.13319131731987,9
Normal,KRT14,2.127196863293648,7
Normal,MIA,2.125805601477623,10
Normal,KCNE4,2.1166800260543823,9
Normal,TMEM263,2.11373183131218,10
Normal,BAG3,2.1084123104810715,10
Normal,RAPGEF5,2.074567183852196,10
Normal,HERPUD2,2.070896252989769,11
Normal,BGN,2.045602008700371,9
Normal,APOLD1,2.006751999258995,8
Normal,CLIC2,2.002445086836815,9
Normal,CSRNP1,1.9687422513961792,9
Normal,IL1R1,1.9513647705316544,10
Normal,MYSM1,1.901046305894852,9
Normal,SMIM3,1.8912343233823776,10
Normal,ZNF263,1.8888169527053835,7
Normal,FHL2,1.8855351954698565,8
Normal,CXCL17,1.882153421640396,9
Normal,PIP,1.8642799407243729,8
Normal,LTF,1.8638166785240171,9
Normal,LAMA3,1.8577300757169724,9
Normal,ARHGEF35,1.8553137183189392,10
Normal,CCNL1,1.8338793367147448,9
Normal,ESAM,1.7986981272697449,7
Normal,BMP2K,1.7742902487516403,9
Normal,SWAP70,1.7674845457077026,8
Normal,TENT5A,1.7608117312192917,8
Normal,IFI27,1.7583722174167633,7
Normal,GNA12,1.751801073551178,8
Normal,PI3,1.7418668866157532,9
Normal,CD93,1.739568129181862,6
Normal,ARHGEF5,1.737628310918808,8
Normal,IRX2,1.7366877645254135,7
Normal,SOX9,1.735822781920433,8
Normal,CXCL12,1.7347257435321808,7
Normal,DLC1,1.7199952453374865,7
Normal,BEX2,1.711684376001358,9
Normal,IGFBP6,1.7084600031375885,8
Normal,ZNF800,1.696460857987404,8
Normal,PLVAP,1.685942217707634,5
Normal,SDC4,1.6822108775377274,8
Normal,TIMP3,1.6740151047706604,8
Normal,KIDINS220,1.6374598443508148,8
Normal,C1S,1.6294916719198227,6
Normal,ADAMTS9,1.6186147332191467,7
Normal,GIGYF1,1.61119444668293,7
Normal,ST3GAL6,1.5987483263015747,6
Normal,SIN3A,1.5966216176748276,7
Normal,SASH1,1.5917154252529144,6
Normal,SERPING1,1.5763573348522186,7
Normal,ITGA6,1.5710773468017578,7
