condition,source_conditions,selected_power,community_id,n_nodes,n_internal_edges,mean_internal_edge_weight,top_hub_genes,top_hub_1,top_hub_2,top_hub_3
HER2_tumor,,20,83,2,1,0.245893582701683,SEPT8 | NBL1,SEPT8,NBL1,
HER2_tumor,,20,84,2,1,0.2450792342424392,TPCN2 | MB21D2,TPCN2,MB21D2,
HER2_tumor,,20,85,2,1,0.244760662317276,PIGL | NEK1,PIGL,NEK1,
HER2_tumor,,20,86,2,1,0.2409979999065399,COQ10A | ZCCHC4,COQ10A,ZCCHC4,
HER2_tumor,,20,87,2,1,0.2380210757255554,COMMD8 | CRYBG1,COMMD8,CRYBG1,
HER2_tumor,,20,88,2,1,0.2316268384456634,GABPB1 | STRADA,GABPB1,STRADA,
HER2_tumor,,20,89,2,1,0.2273133844137191,CPQ | SLC38A9,CPQ,SLC38A9,
HER2_tumor,,20,90,2,1,0.2266726940870285,TMSB4X | PPP1R18,TMSB4X,PPP1R18,
HER2_tumor,,20,91,2,1,0.2247948199510574,EXOSC9 | C16orf87,EXOSC9,C16orf87,
HER2_tumor,,20,92,2,1,0.2241889536380767,ESCO1 | TEFM,ESCO1,TEFM,
HER2_tumor,,20,93,2,1,0.2241152375936508,PRKAB1 | ATXN7L1,PRKAB1,ATXN7L1,
HER2_tumor,,20,94,2,1,0.2225138694047927,CTSZ | CTSB,CTSZ,CTSB,
HER2_tumor,,20,95,2,1,0.2218043506145477,IP6K1 | SUSD6,IP6K1,SUSD6,
HER2_tumor,,20,96,2,1,0.2217355072498321,AKR1B1 | IFI27L2,AKR1B1,IFI27L2,
HER2_tumor,,20,97,2,1,0.2204348146915435,HEXA | ATP6V1B2,HEXA,ATP6V1B2,
HER2_tumor,,20,98,2,1,0.2163366824388504,PHKG1 | MOAP1,PHKG1,MOAP1,
HER2_tumor,,20,99,2,1,0.2158077508211136,CTSD | MFSD1,CTSD,MFSD1,
HER2_tumor,,20,100,2,1,0.215803176164627,RPA3 | UBE2S,RPA3,UBE2S,
HER2_tumor,,20,101,2,1,0.2150147408246994,EPS8 | SAV1,EPS8,SAV1,
HER2_tumor,,20,102,2,1,0.2146528512239456,PCED1A | MTX3,PCED1A,MTX3,
HER2_tumor,,20,103,2,1,0.2142529040575027,RFFL | FAM228B,RFFL,FAM228B,
HER2_tumor,,20,104,2,1,0.2132891863584518,UXS1 | CTDSP1,UXS1,CTDSP1,
HER2_tumor,,20,105,2,1,0.2103020250797271,PLTP | C3,PLTP,C3,
HER2_tumor,,20,106,2,1,0.2102101594209671,RPS6KA1 | SEMA4D,RPS6KA1,SEMA4D,
HER2_tumor,,20,107,2,1,0.2091245651245117,PIP4K2A | TAOK3,PIP4K2A,TAOK3,
HER2_tumor,,20,108,2,1,0.2080511450767517,WSB1 | UBE2Z,WSB1,UBE2Z,
HER2_tumor,,20,109,2,1,0.2080306261777877,PLD3 | ATP6V0A1,PLD3,ATP6V0A1,
HER2_tumor,,20,110,2,1,0.2073482125997543,MAML2 | SESN3,MAML2,SESN3,
HER2_tumor,,20,111,2,1,0.2067916393280029,SH3BP2 | CMIP,SH3BP2,CMIP,
HER2_tumor,,20,112,2,1,0.2062733471393585,ZNF335 | DUSP16,ZNF335,DUSP16,
HER2_tumor,,20,113,2,1,0.2060151249170303,CDK13 | TRIM56,CDK13,TRIM56,
HER2_tumor,,20,114,2,1,0.2059191912412643,NUP35 | UBR7,NUP35,UBR7,
Normal,,20,1,134,679,0.24115768202274643,KRT7 | IRF6 | SFN,KRT7,IRF6,SFN
Normal,,20,2,97,345,0.23759445258672682,DCN | FXYD1 | COL6A3,DCN,FXYD1,COL6A3
Normal,,20,3,91,194,0.2332646879031486,TCF4 | SLC2A3 | CNRIP1,TCF4,SLC2A3,CNRIP1
Normal,,20,4,89,147,0.2080060715983514,TOR1AIP1 | PPP1R15B | ZNF263,TOR1AIP1,PPP1R15B,ZNF263
Normal,,20,5,60,336,0.2520009801678714,PECAM1 | CDH5 | BCL6B,PECAM1,CDH5,BCL6B
Normal,,20,6,60,189,0.21886373780391835,EP300 | ERBIN | ZNF276,EP300,ERBIN,ZNF276
Normal,,20,7,43,74,0.22938890674629728,GTF2A1 | TTC14 | DCP2,GTF2A1,TTC14,DCP2
Normal,,20,8,36,55,0.20405249162153763,KDM7A | ZFYVE16 | BMPR2,KDM7A,ZFYVE16,BMPR2
Normal,,20,9,34,60,0.22168987169861792,DNAJB1 | BAG3 | CSRNP1,DNAJB1,BAG3,CSRNP1
Normal,,20,10,20,39,0.23556986451148987,AZGP1 | TMC5 | SMIM22,AZGP1,TMC5,SMIM22
Normal,,20,11,19,20,0.21956853568553925,CLMP | MEG3 | SNAI2,CLMP,MEG3,SNAI2
Normal,,20,12,18,30,0.24283818552891415,CD93 | PLVAP | ACKR1,CD93,PLVAP,ACKR1
Normal,,20,13,18,23,0.22102113456829733,ITGA6 | NEDD9 | MET,ITGA6,NEDD9,MET
Normal,,20,14,11,12,0.2319274383286635,IFI27 | PKIG | UPP1,IFI27,PKIG,UPP1
Normal,,20,15,11,11,0.2175752059979872,CHST15 | CD276 | CRTAP,CHST15,CD276,CRTAP
Normal,,20,16,8,11,0.19464403390884397,SCAMP1 | GTF3C1 | METTL14,SCAMP1,GTF3C1,METTL14
Normal,,20,17,7,8,0.25737068802118296,TPM2 | TAGLN | ACTA2,TPM2,TAGLN,ACTA2
Normal,,20,18,7,9,0.3547399226162169,MT-CO3 | MT-CO1 | MT-ND4,MT-CO3,MT-CO1,MT-ND4
Normal,,20,19,7,10,0.21841324269771575,ARHGAP31 | SHE | KBTBD2,ARHGAP31,SHE,KBTBD2
Normal,,20,20,7,6,0.20793309807777402,OXSR1 | OFD1 | SLMAP,OXSR1,OFD1,SLMAP
Normal,,20,21,6,7,0.20668479587350572,SCAF4 | ZHX1 | BACH1,SCAF4,ZHX1,BACH1
Normal,,20,22,6,5,0.19813279509544368,CDC42SE2 | RNF213 | SEC14L1,CDC42SE2,RNF213,SEC14L1
Normal,,20,23,6,6,0.20620129257440564,DIAPH2 | CTSS | TBC1D1,DIAPH2,CTSS,TBC1D1
Normal,,20,24,5,4,0.22831183671951294,TRPM7 | ADAM17 | IAH1,TRPM7,ADAM17,IAH1
Normal,,20,25,5,4,0.2223995327949524,SMAD1 | SULF2 | CTSH,SMAD1,SULF2,CTSH
Normal,,20,26,5,4,0.1791940927505493,DOCK9 | SPTBN1 | DOCK6,DOCK9,SPTBN1,DOCK6
Normal,,20,27,5,4,0.18414703384041783,EGR1 | ZNF331 | EGR3,EGR1,ZNF331,EGR3
Normal,,20,28,5,5,0.19349701404571534,ATP6V1A | PPIP5K2 | GNPTAB,ATP6V1A,PPIP5K2,GNPTAB
Normal,,20,29,4,3,0.22893810272216794,TTF1 | HINFP | EMSY,TTF1,HINFP,EMSY
Normal,,20,30,4,3,0.20840992530186964,MGME1 | IFFO2 | PLA2G12A,MGME1,IFFO2,PLA2G12A
Normal,,20,31,4,4,0.21743959188461304,MT1F | MT1X | MT1G,MT1F,MT1X,MT1G
Normal,,20,32,4,4,0.20154823735356328,HEY1 | CAVIN2 | PELI1,HEY1,CAVIN2,PELI1
Normal,,20,33,4,3,0.2273382445176442,ING5 | HCG18 | ZNF7,ING5,HCG18,ZNF7
Normal,,20,34,4,3,0.23580391208330787,EDN1 | ARHGAP29 | PMAIP1,EDN1,ARHGAP29,PMAIP1
Normal,,20,35,3,2,0.25347828119993204,ADAMTS1 | LBH | EPAS1,ADAMTS1,LBH,EPAS1
Normal,,20,36,3,2,0.2210159823298454,NRP2 | CPNE8 | GYPC,NRP2,CPNE8,GYPC
Normal,,20,37,3,2,0.26114549487829203,RASSF8 | PCNX1 | GPR161,RASSF8,PCNX1,GPR161
Normal,,20,38,3,2,0.2021129429340362,TSHZ2 | BCL2L11 | LUZP1,TSHZ2,BCL2L11,LUZP1
Normal,,20,39,3,2,0.2236290499567985,WBP1L | OSGIN2 | PTPN9,WBP1L,OSGIN2,PTPN9
Normal,,20,40,3,2,0.21634633094072342,TMUB2 | ICE2 | TOGARAM1,TMUB2,ICE2,TOGARAM1
Normal,,20,41,3,2,0.2113630473613739,MEF2A | PPFIBP1 | RNF19B,MEF2A,PPFIBP1,RNF19B
Normal,,20,42,3,3,0.2065867086251576,SMC4 | ABHD17B | ZBTB2,SMC4,ABHD17B,ZBTB2
Normal,,20,43,3,2,0.17893996089696879,SP140L | ZBTB25 | IFI35,SP140L,ZBTB25,IFI35
Normal,,20,44,3,2,0.17221810668706888,SYVN1 | CRELD2 | CLK2,SYVN1,CRELD2,CLK2
Normal,,20,45,2,1,0.3524713516235351,FNBP1 | MXD1,FNBP1,MXD1,
Normal,,20,46,2,1,0.3218351602554321,STEAP1 | STEAP2,STEAP1,STEAP2,
Normal,,20,47,2,1,0.3181368410587311,KDM2A | KAT6A,KDM2A,KAT6A,
Normal,,20,48,2,1,0.3000504076480865,LGALS3BP | C3,LGALS3BP,C3,
Normal,,20,49,2,1,0.2958100736141205,TPD52 | CEACAM1,TPD52,CEACAM1,
Normal,,20,50,2,1,0.2740973532199859,MAP3K1 | TANC2,MAP3K1,TANC2,
Normal,,20,51,2,1,0.2695119976997375,CHIC2 | SPHK1,CHIC2,SPHK1,
Normal,,20,52,2,1,0.268432080745697,PANX1 | LTBP4,PANX1,LTBP4,
Normal,,20,53,2,1,0.2682825922966003,C1orf56 | CDC42SE1,C1orf56,CDC42SE1,
Normal,,20,54,2,1,0.2638378143310547,SGIP1 | PRKG1,SGIP1,PRKG1,
Normal,,20,55,2,1,0.2502770721912384,CYTOR | MIR4435-2HG,CYTOR,MIR4435-2HG,
Normal,,20,56,2,1,0.2480654269456863,LIX1L | P3H1,LIX1L,P3H1,
Normal,,20,57,2,1,0.2459229826927185,TNKS | STAT2,TNKS,STAT2,
Normal,,20,58,2,1,0.245334967970848,OTUD6B-AS1 | LRIF1,OTUD6B-AS1,LRIF1,
Normal,,20,59,2,1,0.2421391457319259,PTPN1 | CREG1,PTPN1,CREG1,
Normal,,20,60,2,1,0.2418681681156158,PIK3R1 | SEMA3C,PIK3R1,SEMA3C,
Normal,,20,61,2,1,0.2396489232778549,MYLK | ZBTB16,MYLK,ZBTB16,
Normal,,20,62,2,1,0.237570434808731,TRIB1 | SGK1,TRIB1,SGK1,
Normal,,20,63,2,1,0.2374035865068435,BTRC | MED23,BTRC,MED23,
Normal,,20,64,2,1,0.2354338020086288,CERK | ARRDC2,CERK,ARRDC2,
Normal,,20,65,2,1,0.2349388897418975,MON2 | DGKH,MON2,DGKH,
Normal,,20,66,2,1,0.22951540350914,PARP14 | RAPH1,PARP14,RAPH1,
Normal,,20,67,2,1,0.226894274353981,TAF1D | SNHG12,TAF1D,SNHG12,
Normal,,20,68,2,1,0.2265404611825943,SLC16A1 | ACVR2A,SLC16A1,ACVR2A,
Normal,,20,69,2,1,0.2181581705808639,MTRNR2L8 | MTRNR2L12,MTRNR2L8,MTRNR2L12,
Normal,,20,70,2,1,0.216828316450119,C1QTNF1 | NOTCH3,C1QTNF1,NOTCH3,
Normal,,20,71,2,1,0.2108974456787109,TP53BP1 | KIAA0232,TP53BP1,KIAA0232,
Normal,,20,72,2,1,0.2094326466321945,PBX1 | FKBP14,PBX1,FKBP14,
Normal,,20,73,2,1,0.2092119306325912,MTRR | PRPF4,MTRR,PRPF4,
Normal,,20,74,2,1,0.208385944366455,SENP1 | ZNF746,SENP1,ZNF746,
Normal,,20,75,2,1,0.2038362920284271,ABCD3 | FASN,ABCD3,FASN,
Normal,,20,76,2,1,0.1987266987562179,LRRC8C | GJA1,LRRC8C,GJA1,
Normal,,20,77,2,1,0.1963919699192047,KLHL20 | ITPRIPL2,KLHL20,ITPRIPL2,
Normal,,20,78,2,1,0.1936027258634567,PLAGL1 | EGFR,PLAGL1,EGFR,
Normal,,20,79,2,1,0.1934721022844314,STIM2 | RIMKLB,STIM2,RIMKLB,
Normal,,20,80,2,1,0.1928967982530594,XPC | ABHD12,XPC,ABHD12,
Normal,,20,81,2,1,0.1922298967838287,SMAD7 | PIM1,SMAD7,PIM1,
Normal,,20,82,2,1,0.1920734345912933,RASA2 | TTPAL,RASA2,TTPAL,
Normal,,20,83,2,1,0.1880766302347183,S100PBP | OARD1,S100PBP,OARD1,
Normal,,20,84,2,1,0.1877589225769043,PLCXD1 | ANKRD37,PLCXD1,ANKRD37,
Normal,,20,85,2,1,0.1864504069089889,MICAL2 | GPC1,MICAL2,GPC1,
Normal,,20,86,2,1,0.1856350302696228,RAB8B | PRKD3,RAB8B,PRKD3,
Normal,,20,87,2,1,0.1837053894996643,NPIPB5 | HIVEP1,NPIPB5,HIVEP1,
Normal,,20,88,2,1,0.1836523562669754,SLC16A1-AS1 | GABBR1,SLC16A1-AS1,GABBR1,
Normal,,20,89,2,1,0.1822450459003448,PIK3R3 | MCF2L,PIK3R3,MCF2L,
Normal,,20,90,2,1,0.1818015426397323,FTX | MLLT6,FTX,MLLT6,
Normal,,20,91,2,1,0.1803183406591415,RAI14 | CEP170,RAI14,CEP170,
Normal,,20,92,2,1,0.1799737066030502,PALMD | CDC42EP3,PALMD,CDC42EP3,
Normal,,20,93,2,1,0.1781656593084335,ABL1 | EGLN1,ABL1,EGLN1,
Normal,,20,94,2,1,0.177819162607193,BCAM | TINAGL1,BCAM,TINAGL1,
Normal,,20,95,2,1,0.1761210858821869,NISCH | PPP2R2D,NISCH,PPP2R2D,
Normal,,20,96,2,1,0.1751569956541061,TC2N | TFF3,TC2N,TFF3,
Normal,,20,97,2,1,0.1747494488954544,DEDD2 | SERTAD3,DEDD2,SERTAD3,
Normal,,20,98,2,1,0.1732029467821121,MYO6 | DAAM1,MYO6,DAAM1,
Normal,,20,99,2,1,0.1723975986242294,H1F0 | CFL2,H1F0,CFL2,
Normal,,20,100,2,1,0.172085627913475,MGST2 | INHBB,MGST2,INHBB,
Normal,,20,101,2,1,0.1719040423631668,CD200 | ERG,CD200,ERG,
Normal,,20,102,2,1,0.170553520321846,MYO19 | ZNF26,MYO19,ZNF26,
Normal,,20,103,2,1,0.1704382896423339,RAP2A | GRB10,RAP2A,GRB10,
Normal,,20,104,2,1,0.1700877994298935,ID2 | ZFAND2A,ID2,ZFAND2A,
Normal,,20,105,2,1,0.1686670929193496,PLAGL2 | RNF217,PLAGL2,RNF217,
Normal,,20,106,2,1,0.1668753176927566,CFLAR | IRAK2,CFLAR,IRAK2,
Normal,,20,107,2,1,0.1659114509820938,NR2F2 | ARHGEF7,NR2F2,ARHGEF7,
Normal,,20,108,2,1,0.1639429777860641,PPP3CC | PXK,PPP3CC,PXK,
Normal,,20,109,2,1,0.1628092527389526,HIC2 | ZNF551,HIC2,ZNF551,
Normal,,20,110,2,1,0.1623290926218032,CADPS2 | FAM76A,CADPS2,FAM76A,
Normal,,20,111,2,1,0.1619516462087631,PVT1 | SH3RF1,PVT1,SH3RF1,
Normal_BRCA1_-_pre-neoplastic,,20,1,213,811,0.45933109709278724,USP7 | THUMPD1 | ZFC3H1,USP7,THUMPD1,ZFC3H1
Normal_BRCA1_-_pre-neoplastic,,20,2,108,340,0.46499174018116557,FBXO30 | B3GALNT2 | RBFOX2,FBXO30,B3GALNT2,RBFOX2
Normal_BRCA1_-_pre-neoplastic,,20,3,91,364,0.4759781040496879,NFAT5 | ADAM17 | SLK,NFAT5,ADAM17,SLK
Normal_BRCA1_-_pre-neoplastic,,20,4,55,148,0.47984664665686116,ODR4 | UBR5 | SPART,ODR4,UBR5,SPART
Normal_BRCA1_-_pre-neoplastic,,20,5,44,94,0.4835258481350351,EMCN | MYCT1 | RHOJ,EMCN,MYCT1,RHOJ
Normal_BRCA1_-_pre-neoplastic,,20,6,35,57,0.4754649573250821,IRF6 | MAL2 | OFD1,IRF6,MAL2,OFD1
Normal_BRCA1_-_pre-neoplastic,,20,7,32,60,0.44901464531819024,EAF1 | DGKE | TPP2,EAF1,DGKE,TPP2
Normal_BRCA1_-_pre-neoplastic,,20,8,31,34,0.46845352036111493,CTSK | ADAMTS12 | PDGFRB,CTSK,ADAMTS12,PDGFRB
Normal_BRCA1_-_pre-neoplastic,,20,9,26,42,0.4696932222161974,USP38 | HAUS8 | BRD1,USP38,HAUS8,BRD1
Normal_BRCA1_-_pre-neoplastic,,20,10,23,41,0.4836148227133402,ATG14 | ANKRD54 | RBM15,ATG14,ANKRD54,RBM15
Normal_BRCA1_-_pre-neoplastic,,20,11,21,22,0.45779882642355835,EXT1 | TPBG | DDR2,EXT1,TPBG,DDR2
Normal_BRCA1_-_pre-neoplastic,,20,12,20,37,0.47102625788869085,ZNF638 | BAG4 | ARL3,ZNF638,BAG4,ARL3
Normal_BRCA1_-_pre-neoplastic,,20,13,20,23,0.4566785991191864,ZNF574 | INAFM1 | CDADC1,ZNF574,INAFM1,CDADC1
Normal_BRCA1_-_pre-neoplastic,,20,14,19,23,0.48584942325301794,CPE | VASN | SLIT2,CPE,VASN,SLIT2
Normal_BRCA1_-_pre-neoplastic,,20,15,15,21,0.47455204810414997,RC3H1 | CAPN7 | RFX1,RC3H1,CAPN7,RFX1
Normal_BRCA1_-_pre-neoplastic,,20,16,14,19,0.49089205421899496,ADH5 | SMG6 | GLMN,ADH5,SMG6,GLMN
Normal_BRCA1_-_pre-neoplastic,,20,17,13,16,0.47667852602899075,TACC1 | KLF9 | IGFBP4,TACC1,KLF9,IGFBP4
Normal_BRCA1_-_pre-neoplastic,,20,18,13,19,0.4572945331272326,PIK3CA | LMBR1L | PDS5B,PIK3CA,LMBR1L,PDS5B
Normal_BRCA1_-_pre-neoplastic,,20,19,12,12,0.4708572675784429,UNK | FBXO8 | PHKG1,UNK,FBXO8,PHKG1
Normal_BRCA1_-_pre-neoplastic,,20,20,11,11,0.458641534501856,VCPKMT | FZD8 | TMEM201,VCPKMT,FZD8,TMEM201
Normal_BRCA1_-_pre-neoplastic,,20,21,9,9,0.4522562325000763,USPL1 | INTS4 | RRM1,USPL1,INTS4,RRM1
Normal_BRCA1_-_pre-neoplastic,,20,22,9,9,0.4422892961237166,TNRC6B | RNF19A | MTIF3,TNRC6B,RNF19A,MTIF3
Normal_BRCA1_-_pre-neoplastic,,20,23,9,10,0.45226203501224516,PURA | CCNT1 | SF3A1,PURA,CCNT1,SF3A1
Normal_BRCA1_-_pre-neoplastic,,20,24,7,9,0.47100602255927193,TMEM251 | PCGF1 | LEMD3,TMEM251,PCGF1,LEMD3
Normal_BRCA1_-_pre-neoplastic,,20,25,7,6,0.45832837621370953,PHLDA3 | CRABP2 | ZNF703,PHLDA3,CRABP2,ZNF703
Normal_BRCA1_-_pre-neoplastic,,20,26,7,8,0.4331582337617874,ZBTB8A | KLF11 | IRF2BPL,ZBTB8A,KLF11,IRF2BPL
Normal_BRCA1_-_pre-neoplastic,,20,27,7,7,0.46963751316070557,MALT1 | WRAP73 | SLF1,MALT1,WRAP73,SLF1
Normal_BRCA1_-_pre-neoplastic,,20,28,7,7,0.4340383751051767,RALGAPA1 | NPIPB5 | TCF7,RALGAPA1,NPIPB5,TCF7
Normal_BRCA1_-_pre-neoplastic,,20,29,7,6,0.4327477961778641,FER | HOMER1 | ZNF316,FER,HOMER1,ZNF316
Normal_BRCA1_-_pre-neoplastic,,20,30,6,8,0.4582166448235512,PHC3 | TTN-AS1 | WDR55,PHC3,TTN-AS1,WDR55
Normal_BRCA1_-_pre-neoplastic,,20,31,6,7,0.46319533245904104,LACTB2 | GPATCH3 | PPP1R12C,LACTB2,GPATCH3,PPP1R12C
Normal_BRCA1_-_pre-neoplastic,,20,32,6,5,0.43679376244544976,SMC4 | PNMA1 | WHAMM,SMC4,PNMA1,WHAMM
Normal_BRCA1_-_pre-neoplastic,,20,33,5,5,0.502324789762497,MMD | CEP135 | ALAS1,MMD,CEP135,ALAS1
Normal_BRCA1_-_pre-neoplastic,,20,34,5,6,0.47161238888899487,KRT19 | ALDH1A3 | PI3,KRT19,ALDH1A3,PI3
Normal_BRCA1_-_pre-neoplastic,,20,35,5,6,0.4741857598225276,RND3 | ANGPTL4 | HSPE1,RND3,ANGPTL4,HSPE1
Normal_BRCA1_-_pre-neoplastic,,20,36,5,4,0.4677165821194649,HNRNPLL | GCLC | PRKAB1,HNRNPLL,GCLC,PRKAB1
Normal_BRCA1_-_pre-neoplastic,,20,37,5,4,0.47646908462047577,ETFDH | TRIM38 | DYRK2,ETFDH,TRIM38,DYRK2
Normal_BRCA1_-_pre-neoplastic,,20,38,4,3,0.5015712678432465,BGN | DNM3OS | HAS1,BGN,DNM3OS,HAS1
Normal_BRCA1_-_pre-neoplastic,,20,39,4,3,0.5048755208651224,NR2F1-AS1 | CHRDL1 | NR2F1,NR2F1-AS1,CHRDL1,NR2F1
Normal_BRCA1_-_pre-neoplastic,,20,40,4,4,0.4516993314027786,TPM1 | RUNX1 | PALLD,TPM1,RUNX1,PALLD
Normal_BRCA1_-_pre-neoplastic,,20,41,4,4,0.5632518231868744,MT-CO3 | MT-CO1 | MT-ND4,MT-CO3,MT-CO1,MT-ND4
Normal_BRCA1_-_pre-neoplastic,,20,42,4,3,0.42803728580474854,ZNF407 | RNF219 | ANKRD26,ZNF407,RNF219,ANKRD26
Normal_BRCA1_-_pre-neoplastic,,20,43,4,4,0.4754004031419754,TMEM217 | CAMK1 | TMOD1,TMEM217,CAMK1,TMOD1
Normal_BRCA1_-_pre-neoplastic,,20,44,4,4,0.4768085181713104,USP33 | TTBK2 | NR1D2,USP33,TTBK2,NR1D2
Normal_BRCA1_-_pre-neoplastic,,20,45,4,3,0.43174540003140766,YAP1 | PLOD2 | GULP1,YAP1,PLOD2,GULP1
Normal_BRCA1_-_pre-neoplastic,,20,46,4,3,0.4827422897020976,CCNL1 | DNAJB4 | ABHD17B,CCNL1,DNAJB4,ABHD17B
Normal_BRCA1_-_pre-neoplastic,,20,47,4,3,0.4948846399784088,AMPD2 | LIPT1 | PRKAG2-AS1,AMPD2,LIPT1,PRKAG2-AS1
Normal_BRCA1_-_pre-neoplastic,,20,48,4,3,0.42464034756024677,EED | RNF138 | THAP9-AS1,EED,RNF138,THAP9-AS1
Normal_BRCA1_-_pre-neoplastic,,20,49,3,2,0.5116803050041199,GIMAP4 | GIMAP7 | GIMAP1,GIMAP4,GIMAP7,GIMAP1
Normal_BRCA1_-_pre-neoplastic,,20,50,3,2,0.5176564902067184,MICU3 | PI4K2A | DNAJB5,MICU3,PI4K2A,DNAJB5
Normal_BRCA1_-_pre-neoplastic,,20,51,3,2,0.5180722773075104,UCN | SRL | HEYL,UCN,SRL,HEYL
Normal_BRCA1_-_pre-neoplastic,,20,52,3,2,0.4512045383453369,SH3RF1 | LPCAT2 | LIMA1,SH3RF1,LPCAT2,LIMA1
Normal_BRCA1_-_pre-neoplastic,,20,53,3,2,0.4295009672641754,HSPG2 | JAG1 | CSF1,HSPG2,JAG1,CSF1
Normal_BRCA1_-_pre-neoplastic,,20,54,3,2,0.44093725085258484,RASL11A | CXCL12 | ABCA1,RASL11A,CXCL12,ABCA1
Normal_BRCA1_-_pre-neoplastic,,20,55,3,3,0.4119841655095418,FAM13B | BRD8 | DDX39B,FAM13B,BRD8,DDX39B
Normal_BRCA1_-_pre-neoplastic,,20,56,3,2,0.4165547490119934,HLA-DRB1 | CYP1A1 | ACKR1,HLA-DRB1,CYP1A1,ACKR1
Normal_BRCA1_-_pre-neoplastic,,20,57,3,2,0.4084445536136627,ZBTB10 | UTRN | MTERF2,ZBTB10,UTRN,MTERF2
Normal_BRCA1_-_pre-neoplastic,,20,58,3,2,0.40210780501365656,APEX1 | SMIM4 | ACSL4,APEX1,SMIM4,ACSL4
Normal_BRCA1_-_pre-neoplastic,,20,59,3,2,0.4336695820093155,MINDY2 | ARHGAP26 | NAA16,MINDY2,ARHGAP26,NAA16
Normal_BRCA1_-_pre-neoplastic,,20,60,2,1,0.602851927280426,ALKBH1 | SLC38A6,ALKBH1,SLC38A6,
Normal_BRCA1_-_pre-neoplastic,,20,61,2,1,0.6005252599716187,TMEM184C | ZNF383,TMEM184C,ZNF383,
Normal_BRCA1_-_pre-neoplastic,,20,62,2,1,0.5905183553695679,USP53 | PLIN3,USP53,PLIN3,
Normal_BRCA1_-_pre-neoplastic,,20,63,2,1,0.5852396488189697,CCND2 | C8orf88,CCND2,C8orf88,
Normal_BRCA1_-_pre-neoplastic,,20,64,2,1,0.5702964663505554,CALD1 | HOXA5,CALD1,HOXA5,
Normal_BRCA1_-_pre-neoplastic,,20,65,2,1,0.5695750117301941,ISG15 | IRF7,ISG15,IRF7,
Normal_BRCA1_-_pre-neoplastic,,20,66,2,1,0.5687193870544434,CDKN2C | NR4A3,CDKN2C,NR4A3,
Normal_BRCA1_-_pre-neoplastic,,20,67,2,1,0.563481867313385,SH3PXD2A | ID4,SH3PXD2A,ID4,
Normal_BRCA1_-_pre-neoplastic,,20,68,2,1,0.5550177693367004,IGF2R | RAE1,IGF2R,RAE1,
Normal_BRCA1_-_pre-neoplastic,,20,69,2,1,0.5443556308746338,PHYH | AC020765.2,PHYH,AC020765.2,
Normal_BRCA1_-_pre-neoplastic,,20,70,2,1,0.5371468663215637,FOXJ2 | METTL6,FOXJ2,METTL6,
Normal_BRCA1_-_pre-neoplastic,,20,71,2,1,0.526409387588501,MICAL2 | MFSD2A,MICAL2,MFSD2A,
Normal_BRCA1_-_pre-neoplastic,,20,72,2,1,0.5236877799034119,S1PR1 | SOX7,S1PR1,SOX7,
Normal_BRCA1_-_pre-neoplastic,,20,73,2,1,0.5000481605529785,CAV2 | TINAGL1,CAV2,TINAGL1,
Normal_BRCA1_-_pre-neoplastic,,20,74,2,1,0.49788498878479,TFAP2A | C6orf132,TFAP2A,C6orf132,
Normal_BRCA1_-_pre-neoplastic,,20,75,2,1,0.4973165094852447,ATG2A | AC245297.3,ATG2A,AC245297.3,
Normal_BRCA1_-_pre-neoplastic,,20,76,2,1,0.4903780221939087,SGCE | AEBP1,SGCE,AEBP1,
Normal_BRCA1_-_pre-neoplastic,,20,77,2,1,0.4875380992889404,AKR1C2 | AKR1C1,AKR1C2,AKR1C1,
Normal_BRCA1_-_pre-neoplastic,,20,78,2,1,0.4859056770801544,THAP6 | GTF3C1,THAP6,GTF3C1,
Normal_BRCA1_-_pre-neoplastic,,20,79,2,1,0.4782240390777588,RUNX1T1 | MAP3K7CL,RUNX1T1,MAP3K7CL,
Normal_BRCA1_-_pre-neoplastic,,20,80,2,1,0.4729437232017517,G2E3 | ZNF654,G2E3,ZNF654,
Normal_BRCA1_-_pre-neoplastic,,20,81,2,1,0.471939206123352,AZGP1 | SLPI,AZGP1,SLPI,
Normal_BRCA1_-_pre-neoplastic,,20,82,2,1,0.4694146513938904,RP2 | GORASP1,RP2,GORASP1,
Normal_BRCA1_-_pre-neoplastic,,20,83,2,1,0.4686762690544128,SELP | FLT1,SELP,FLT1,
Normal_BRCA1_-_pre-neoplastic,,20,84,2,1,0.4673121869564056,GPRC5B | RAI2,GPRC5B,RAI2,
Normal_BRCA1_-_pre-neoplastic,,20,85,2,1,0.4664974808692932,FAM84B | TNFSF10,FAM84B,TNFSF10,
Normal_BRCA1_-_pre-neoplastic,,20,86,2,1,0.4658393263816833,APPL2 | IFT52,APPL2,IFT52,
Normal_BRCA1_-_pre-neoplastic,,20,87,2,1,0.465516060590744,TTC39C | PTPN4,TTC39C,PTPN4,
Normal_BRCA1_-_pre-neoplastic,,20,88,2,1,0.4653134346008301,C12orf66 | CACNA1A,C12orf66,CACNA1A,
Normal_BRCA1_-_pre-neoplastic,,20,89,2,1,0.4631454944610595,DCN | SERPINF1,DCN,SERPINF1,
Normal_BRCA1_-_pre-neoplastic,,20,90,2,1,0.4582890570163727,LIX1L | METRNL,LIX1L,METRNL,
