condition,gene_a,gene_b,weight
HER2_tumor,DPP8,ATE1,0.3238168954849243
HER2_tumor,LAMC1,HSPG2,0.3235199153423309
HER2_tumor,NCKAP1L,C1orf162,0.3234483003616333
HER2_tumor,CTDSPL2,JOSD1,0.3234360516071319
HER2_tumor,PBX2,CLASP1,0.3233367204666137
HER2_tumor,TINAGL1,CD59,0.3231585621833801
HER2_tumor,AC004687.1,MYO1G,0.3229696750640869
HER2_tumor,CCNB2,CDC20,0.3228297829627991
HER2_tumor,FCER1G,IL4I1,0.322818785905838
HER2_tumor,PDLIM5,ACTN1,0.3227033615112304
HER2_tumor,BIRC5,CDKN3,0.3226538896560669
HER2_tumor,TCIM,SMAD1,0.3225812613964081
HER2_tumor,CDK19,MEMO1,0.3225232660770416
HER2_tumor,MMP2,COL6A2,0.3225027322769165
HER2_tumor,VWA1,PODXL,0.3224870562553406
HER2_tumor,PRKAA1,PDCL,0.3224286735057831
HER2_tumor,CAVIN1,UACA,0.3223109543323517
HER2_tumor,TYROBP,C1QB,0.3222282230854034
HER2_tumor,CLASP1,PEX26,0.3221845328807831
HER2_tumor,SAMD9L,EPSTI1,0.3221520185470581
HER2_tumor,EFEMP2,COL6A2,0.321876972913742
HER2_tumor,ACTR3,ABI1,0.3218564689159393
HER2_tumor,UTRN,HECA,0.3217748701572418
HER2_tumor,FMNL3,ENTPD1,0.3216581642627716
HER2_tumor,UBR1,ZDHHC20,0.3209961056709289
HER2_tumor,ADAM17,YBX3,0.3209859728813171
HER2_tumor,LAMB2,MYO1B,0.3209596574306488
HER2_tumor,TNS2,GPX8,0.320897102355957
HER2_tumor,ZBED5,ZNF224,0.3208738267421722
HER2_tumor,ITGB2,CD83,0.3208489120006561
HER2_tumor,FERMT3,CCL4,0.3208416402339935
HER2_tumor,ACSS1,R3HDM4,0.3207412362098694
HER2_tumor,CAV2,CAV1,0.3206611275672912
HER2_tumor,CD48,CD52,0.3205437958240509
HER2_tumor,UBE2C,TPX2,0.3205205500125885
HER2_tumor,AKAP11,RBL2,0.3202157020568847
HER2_tumor,YTHDC2,USP24,0.3198094367980957
HER2_tumor,PLEC,MAP4,0.3197640478610992
HER2_tumor,CCNB2,PCLAF,0.3196659982204437
HER2_tumor,STMN1,ARL6IP1,0.3195820748806
HER2_tumor,DOCK2,MYO1G,0.3195183575153351
HER2_tumor,CYR61,PRSS23,0.3194375336170196
HER2_tumor,TBC1D15,SBNO2,0.319340169429779
HER2_tumor,MS4A6A,LYZ,0.3192708492279053
HER2_tumor,IL2RG,CYTIP,0.3191991448402405
HER2_tumor,DOK2,JAML,0.3190416395664215
HER2_tumor,SVIL,MYO1B,0.319012850522995
HER2_tumor,MYH9,PHACTR2,0.3189265131950378
HER2_tumor,TNS2,MAP1B,0.3188112080097198
HER2_tumor,IL10RA,GPR183,0.3188001215457916
HER2_tumor,FBRS,UBLCP1,0.3187051713466644
HER2_tumor,CAV2,DEPP1,0.3187045753002167
HER2_tumor,CENPF,TYMS,0.3186293542385101
HER2_tumor,MAGI1,PTPN14,0.3183833062648773
HER2_tumor,NUF2,BIRC5,0.318330854177475
HER2_tumor,CAV2,PTPRG,0.3183286488056183
HER2_tumor,FBRS,PHF21A,0.3181531131267547
HER2_tumor,CCNA2,CEP55,0.3177509307861328
HER2_tumor,TYROBP,CD83,0.3177200257778168
HER2_tumor,DPP8,UHRF2,0.3175632357597351
HER2_tumor,ENTPD4,NPAT,0.3175323605537414
HER2_tumor,SELPLG,CCL4,0.3173141777515411
HER2_tumor,EFCAB14,ABCD4,0.3172334432601928
HER2_tumor,ZBED5,TNKS,0.317087709903717
HER2_tumor,ZDHHC17,UHRF2,0.3168827891349792
HER2_tumor,CDK19,FBRS,0.316879391670227
HER2_tumor,BIN2,GPR65,0.3164823353290558
HER2_tumor,PTPRG,JAG1,0.3164261877536773
HER2_tumor,WWTR1,VWA1,0.3162747919559479
HER2_tumor,MAFK,MAP3K3,0.316104918718338
HER2_tumor,KRT8,CLDN4,0.3160065412521362
HER2_tumor,PLS3,IGFBP4,0.3158551156520843
HER2_tumor,FBRS,RBL2,0.3156033456325531
HER2_tumor,UBE2C,BIRC5,0.3154357969760895
HER2_tumor,COX7A1,CAV1,0.3152278959751129
HER2_tumor,SH3PXD2B,MAP1B,0.3151733577251434
HER2_tumor,PHF3,POLK,0.3149885237216949
HER2_tumor,SNX21,COL18A1,0.3147375881671905
HER2_tumor,TEAD1,MYO1B,0.3147214949131012
HER2_tumor,PXN,FHOD1,0.3140285909175873
HER2_tumor,WWTR1,TEAD1,0.3139948546886444
HER2_tumor,ELMSAN1,FBRS,0.3137002885341644
HER2_tumor,HERC1,GIT2,0.3135113418102264
HER2_tumor,NDEL1,VPS53,0.3133119940757751
HER2_tumor,PHF21A,RBL2,0.3130690455436706
HER2_tumor,PRPF8,JADE1,0.3130397796630859
HER2_tumor,GGT5,TINAGL1,0.3124435245990753
HER2_tumor,CENPF,UBE2C,0.3124135136604309
HER2_tumor,FBLN2,COL4A2,0.3121505379676819
HER2_tumor,HERC1,KIAA1109,0.3117120563983917
HER2_tumor,SPARCL1,CAV1,0.3117002248764038
HER2_tumor,MKI67,NDC80,0.3115773499011993
HER2_tumor,ARHGAP30,PLCB2,0.311145931482315
HER2_tumor,MAFK,HGSNAT,0.3109369874000549
HER2_tumor,S100A4,GLIPR2,0.3106893301010132
HER2_tumor,HLA-F,B2M,0.3106797039508819
HER2_tumor,SELPLG,IL10RA,0.310283362865448
HER2_tumor,COX7A1,CTGF,0.3101900517940521
HER2_tumor,ELMSAN1,ACOT9,0.3100754022598266
HER2_tumor,ABI1,PIKFYVE,0.3099047541618347
HER2_tumor,CASKIN2,GRB10,0.3098046779632568
HER2_tumor,IFI16,XAF1,0.3097132444381714
HER2_tumor,VWA1,HYAL2,0.3096746802330017
HER2_tumor,MAGI1,SMAD1,0.3095161914825439
HER2_tumor,SPN,CST7,0.309505820274353
HER2_tumor,PTAR1,DDX58,0.309360921382904
HER2_tumor,CDK1,MKI67,0.3089341521263122
HER2_tumor,GTSE1,AURKB,0.3088796734809875
HER2_tumor,DOK2,CD37,0.3086573481559753
HER2_tumor,ASH2L,NEDD1,0.3086167871952057
HER2_tumor,FN1,VCAN,0.3084408640861511
HER2_tumor,CD48,CCL4,0.308390349149704
HER2_tumor,NUF2,UBE2C,0.3083737790584564
HER2_tumor,IL10RA,MYO1G,0.3082979619503021
HER2_tumor,CSF2RA,BCL2A1,0.3082307279109955
HER2_tumor,BIN2,IKZF1,0.3079878389835357
HER2_tumor,LUM,CTSK,0.3079271018505096
HER2_tumor,LCP2,GMFG,0.3077614605426788
HER2_tumor,JAML,CD37,0.3076953291893005
HER2_tumor,NOL8,DDX58,0.3076766431331634
HER2_tumor,TRMT13,ANKHD1,0.3075850307941437
HER2_tumor,GXYLT1,ETNK1,0.3075640499591827
HER2_tumor,STK24,KBTBD2,0.3074469864368438
HER2_tumor,IGFBP7,COL4A2,0.3069299459457397
HER2_tumor,SPN,CD52,0.3068787157535553
HER2_tumor,DCP1A,COX19,0.3063992261886596
HER2_tumor,UBLCP1,TMUB2,0.3062281608581543
HER2_tumor,BIN2,CD37,0.3059974312782287
HER2_tumor,FBN1,SPARC,0.3059850335121155
HER2_tumor,GRPEL2,PLCG1,0.3058157563209533
HER2_tumor,MACF1,LUZP1,0.3055752515792846
HER2_tumor,MYH9,MACF1,0.3053955733776092
HER2_tumor,NRP2,TUBB6,0.3052304685115814
HER2_tumor,MAP1B,RAI14,0.3052250742912292
HER2_tumor,MBNL1,NIN,0.3052148520946502
HER2_tumor,JAML,SAMSN1,0.3051380217075348
HER2_tumor,COL3A1,COL5A2,0.3047979474067688
HER2_tumor,MSR1,OLR1,0.3047354817390442
HER2_tumor,TNS2,SVIL,0.3045990467071533
HER2_tumor,LRCH1,CHSY1,0.3045599162578583
HER2_tumor,TEAD1,PRSS23,0.304528146982193
HER2_tumor,CDC42SE1,DCK,0.3045148551464081
HER2_tumor,HERC1,JOSD1,0.3044241368770599
HER2_tumor,KIDINS220,INO80D,0.3043584823608398
HER2_tumor,MYH9,MAP4,0.3041808307170868
HER2_tumor,NCKAP1L,SASH3,0.3040969371795654
HER2_tumor,EP300,TNKS,0.3039903938770294
HER2_tumor,FSTL1,FERMT2,0.3039436638355255
HER2_tumor,SELPLG,GPR183,0.3038600385189056
HER2_tumor,MAP1B,TTC28,0.3037512302398681
HER2_tumor,WNK1,HIPK1,0.3034813702106476
HER2_tumor,SH3KBP1,S100A4,0.3033995926380157
HER2_tumor,FXR2,VTI1A,0.30324587225914
HER2_tumor,ELMSAN1,MEMO1,0.3032387793064117
HER2_tumor,CD24,KRT19,0.3032287955284118
HER2_tumor,LYST,TNIP1,0.3029486238956451
HER2_tumor,DNAJB14,SEPT7,0.3029484152793884
HER2_tumor,IGFBP7,COL4A1,0.3028014302253723
HER2_tumor,PPP1R12A,PAFAH1B1,0.3027550876140594
HER2_tumor,MAP1B,MYO1B,0.3025480806827545
HER2_tumor,SRGN,LAPTM5,0.3023253083229065
HER2_tumor,GMFG,CARD16,0.3022847473621368
HER2_tumor,SMAD1,EFNA1,0.3021824359893799
HER2_tumor,AC004687.1,IL10RA,0.3020017743110657
HER2_tumor,STK24,NCOA1,0.3019326031208038
HER2_tumor,NRP1,KCTD12,0.3018993735313415
HER2_tumor,ADAM17,COLGALT1,0.3018974363803863
HER2_tumor,SVIL,PRSS23,0.3017736673355102
HER2_tumor,FRMD6,TEAD1,0.3016283810138702
HER2_tumor,MACF1,BTBD10,0.301435649394989
HER2_tumor,S100PBP,VPS13A,0.3013364374637604
HER2_tumor,CLDN3,FXYD3,0.3013299703598022
HER2_tumor,CRIM1,MYO1B,0.3013072609901428
HER2_tumor,JAML,FERMT3,0.3012106120586395
HER2_tumor,NCOR1,CALCOCO2,0.3011740148067474
HER2_tumor,DOCK2,PLCB2,0.3009411692619324
HER2_tumor,LUZP1,PHACTR2,0.3008624911308288
HER2_tumor,PPP1R12A,MACF1,0.3006749749183655
HER2_tumor,COL18A1,MYLK,0.3005286753177643
HER2_tumor,ASH2L,ZBTB4,0.3004565834999084
HER2_tumor,MYO1B,MXRA7,0.3002841472625732
HER2_tumor,HDAC7,SNRK,0.3001583218574524
HER2_tumor,PHC3,LNPEP,0.2999761700630188
HER2_tumor,TNS2,PTPN14,0.2998354732990265
HER2_tumor,SPN,HCST,0.29982390999794
HER2_tumor,RUNX3,IL2RG,0.2997485697269439
HER2_tumor,COL4A2,PTPRG,0.2996891736984253
HER2_tumor,AC004687.1,IL2RG,0.2996734380722046
HER2_tumor,PLEKHA1,PXN,0.299614816904068
HER2_tumor,LAMC1,COL18A1,0.2996083498001098
HER2_tumor,SAMSN1,CD52,0.2995495796203613
HER2_tumor,C1QB,MSR1,0.299535721540451
HER2_tumor,AIF1,LYZ,0.2994669079780578
HER2_tumor,HERC1,SETX,0.2993275821208954
HER2_tumor,SPI1,IL4I1,0.2992303669452667
HER2_tumor,RBMS2,NCKAP5L,0.2992262244224548
HER2_tumor,SH3BP1,PLCB2,0.2992017865180969
HER2_tumor,SASH3,CD37,0.2989822924137115
HER2_tumor,KRT18,FXYD3,0.2988418638706207
HER2_tumor,CCDC82,XAF1,0.2988165318965912
HER2_tumor,XPNPEP1,GPATCH2L,0.2987739443778991
HER2_tumor,GPR65,PTPRC,0.2983395457267761
HER2_tumor,EP300,RNF219,0.2983096837997436
HER2_tumor,SH3PXD2B,FKBP9,0.2982137501239776
HER2_tumor,SPARC,FSTL1,0.2980062961578369
HER2_tumor,IKZF1,IL10RA,0.2978576123714447
HER2_tumor,SPN,PTPRC,0.2978555560111999
HER2_tumor,HLA-DRA,CD74,0.2977593541145324
HER2_tumor,ROCK1,NIN,0.297745406627655
HER2_tumor,INO80D,FAM126B,0.2976242005825043
HER2_tumor,C1orf162,ADAM8,0.2975501418113708
HER2_tumor,BGN,C1S,0.2974246740341186
HER2_tumor,MMP2,COL4A1,0.2974090278148651
HER2_tumor,ASPM,TPX2,0.297388881444931
HER2_tumor,EPS15,TMX3,0.2973547875881195
HER2_tumor,PINK1,SSFA2,0.2972273230552673
HER2_tumor,AGO4,CEPT1,0.2969841957092285
HER2_tumor,ENTPD1,FLI1,0.2969541251659393
HER2_tumor,PPP1R12A,LEMD2,0.2969475388526916
HER2_tumor,CTDSPL2,FAM208B,0.296889990568161
HER2_tumor,CD84,HAVCR2,0.2967875301837921
HER2_tumor,PTPN14,DOCK9,0.2967217266559601
HER2_tumor,TLNRD1,KBTBD2,0.2966394424438476
HER2_tumor,CDK1,AURKA,0.2965635359287262
HER2_tumor,NCKAP1L,PLEK,0.2965535819530487
HER2_tumor,SPN,MYO1G,0.2964820265769958
HER2_tumor,PHF21A,AKAP11,0.2964577972888946
HER2_tumor,CYTH4,SPN,0.296342521905899
HER2_tumor,CLDN3,ELF3,0.2963337004184723
HER2_tumor,KRT18,ELF3,0.2962498068809509
HER2_tumor,LST1,MS4A6A,0.2962139844894409
HER2_tumor,COX7A1,BGN,0.2962062656879425
HER2_tumor,CD48,POU2F2,0.2960027754306793
HER2_tumor,TEAD1,OSMR,0.2959909439086914
HER2_tumor,PEX26,USP28,0.2959446609020233
HER2_tumor,ZDHHC20,TRMT13,0.295762300491333
HER2_tumor,FBLN2,CCDC80,0.2955690026283264
HER2_tumor,SLF1,USP20,0.2953543066978454
HER2_tumor,HERC1,MAP4K4,0.2953496277332306
HER2_tumor,CD53,HCST,0.2953440248966217
HER2_tumor,SRGN,GMFG,0.2953144609928131
HER2_tumor,KRT18,S100A14,0.2952072620391845
HER2_tumor,SELPLG,CD52,0.295015811920166
HER2_tumor,FSTL1,COL18A1,0.2949907779693603
HER2_tumor,MYO1G,CST7,0.2949864566326141
HER2_tumor,CYB5R4,PTPRJ,0.2949423789978027
HER2_tumor,TLNRD1,UHRF2,0.2945787608623504
HER2_tumor,MAP1B,FKBP9,0.2943296730518341
HER2_tumor,PCNX4,LNPEP,0.2942862212657928
HER2_tumor,COL4A2,CAVIN1,0.2940122485160827
HER2_tumor,FBN1,GPX8,0.2939334511756897
HER2_tumor,NNMT,FERMT2,0.2937895059585571
HER2_tumor,PPP1R12A,SEPT7,0.2937403619289398
HER2_tumor,AP3M2,CDKN2D,0.2936934530735016
HER2_tumor,COL5A2,C1S,0.2936763167381286
HER2_tumor,RAI14,EPAS1,0.2934841513633728
HER2_tumor,PBX2,USP28,0.2933993339538574
HER2_tumor,SPARCL1,LAMC1,0.2933487594127655
HER2_tumor,SPN,C1orf162,0.2933350205421448
HER2_tumor,NCKAP1L,FYB1,0.2932701408863067
HER2_tumor,CCDC82,TRIM22,0.2930367887020111
HER2_tumor,COX7A1,MYLK,0.2929571270942688
HER2_tumor,SPARCL1,DPYSL3,0.2928761839866638
HER2_tumor,FRMD6,KANK2,0.292822927236557
HER2_tumor,ID3,PDLIM2,0.2927774488925934
HER2_tumor,IKZF1,IL2RG,0.2926433086395263
HER2_tumor,CYR61,SVIL,0.2922151386737823
HER2_tumor,SUPT7L,AKIP1,0.2920290529727936
HER2_tumor,JAML,HCST,0.2919981479644775
HER2_tumor,EP300,WDR44,0.2919864952564239
HER2_tumor,CDK1,NUSAP1,0.2919724285602569
HER2_tumor,MAFK,VPS53,0.2919531762599945
HER2_tumor,KRT8,ELF3,0.29185751080513
HER2_tumor,PALMD,PODXL,0.2917124927043915
HER2_tumor,SELPLG,GPR65,0.2914041876792907
HER2_tumor,CD53,IL2RG,0.2914014160633087
HER2_tumor,LST1,CCL3,0.2913003861904144
HER2_tumor,COL4A2,BGN,0.2912741601467132
HER2_tumor,HAVCR2,ALOX5AP,0.2911534309387207
HER2_tumor,RNF145,HOTAIRM1,0.2910890281200409
HER2_tumor,ZNF836,USP28,0.2910469472408294
HER2_tumor,SPARC,HTRA1,0.2908770442008972
HER2_tumor,SPN,SAMSN1,0.2907070517539978
HER2_tumor,HLA-F,CARD16,0.2906972765922546
HER2_tumor,SHC1,MAP3K3,0.2906114161014557
HER2_tumor,PRPF8,DIP2A,0.2904306948184967
HER2_tumor,SKI,SLC26A2,0.2902900576591491
HER2_tumor,MACF1,PAFAH1B1,0.29014652967453
HER2_tumor,PHF3,PNPLA8,0.2900085747241974
HER2_tumor,GGT5,GPX8,0.2899966239929199
HER2_tumor,COX7A1,DEPP1,0.2899427413940429
HER2_tumor,ST5,PMP22,0.2898543179035187
HER2_tumor,SKI,NOTCH1,0.2898445725440979
HER2_tumor,FTL,MSR1,0.2898228764533996
HER2_tumor,SELPLG,DOK2,0.2898131310939789
HER2_tumor,MKI67,UBE2C,0.2897107899188995
HER2_tumor,GPX8,COL18A1,0.2896804809570312
HER2_tumor,COX7A1,LAMC1,0.2896097600460052
HER2_tumor,TEAD1,MYLK,0.2895570695400238
HER2_tumor,RASA1,WDFY1,0.2894963026046753
HER2_tumor,APOE,APOC1,0.2893353402614593
HER2_tumor,PLPP3,CLIC4,0.2891801297664642
HER2_tumor,CD53,DOK2,0.2890371084213257
HER2_tumor,FAM193A,ZBTB4,0.2888566255569458
HER2_tumor,TYMS,BIRC5,0.288844883441925
HER2_tumor,CALCOCO2,KANSL1,0.2887172400951385
HER2_tumor,GIMAP4,ELMO1,0.2887040376663208
HER2_tumor,FCER1G,MS4A6A,0.288670539855957
HER2_tumor,LUM,COL3A1,0.2883201241493225
HER2_tumor,ZBED5,WDR44,0.2882747650146484
HER2_tumor,CERS5,SENP7,0.288207858800888
HER2_tumor,FBN1,COX7A1,0.28817018866539
HER2_tumor,MEMO1,OSTM1,0.288164347410202
HER2_tumor,AIF1,C1QC,0.288069874048233
HER2_tumor,FBRS,CAPN15,0.2879840135574341
HER2_tumor,JAML,HAVCR2,0.2879743278026581
HER2_tumor,CYR61,FKBP9,0.2878411710262298
HER2_tumor,AC004687.1,SPN,0.2877937257289886
HER2_tumor,FBLN2,C9orf3,0.2877885997295379
HER2_tumor,TRBC2,CD3D,0.287781298160553
HER2_tumor,BGN,EFEMP2,0.28763547539711
HER2_tumor,AC004687.1,JAML,0.2876039147377014
HER2_tumor,JAML,IKZF1,0.286942720413208
HER2_tumor,PLEK,HAVCR2,0.286888837814331
HER2_tumor,VSIR,GMFG,0.2866643071174621
HER2_tumor,EFNA1,STC1,0.2866626679897308
HER2_tumor,UTRN,UHRF2,0.286538302898407
HER2_tumor,SPARC,VCAN,0.2865042984485626
HER2_tumor,AP5Z1,VTI1A,0.2864697575569153
HER2_tumor,BTN2A1,NMT2,0.2864279747009277
HER2_tumor,ENTPD1,ZEB1,0.2864248752593994
HER2_tumor,POLK,PARP10,0.2864086925983429
HER2_tumor,NCKAP1L,IL10RA,0.2864017784595489
HER2_tumor,STK17B,ZNF331,0.2863863408565521
HER2_tumor,COL4A2,CAV2,0.2863616347312927
HER2_tumor,LST1,C1QB,0.2862626314163208
HER2_tumor,NCOA1,S100PBP,0.2861507534980774
HER2_tumor,HCLS1,LAPTM5,0.2860483825206756
HER2_tumor,ELMSAN1,VPS39,0.2858455181121826
HER2_tumor,FERMT3,ARHGAP30,0.2856543958187103
HER2_tumor,MAN2A2,CSNK2A2,0.2856032848358154
HER2_tumor,LST1,ITGB2,0.2855791747570038
HER2_tumor,TBC1D15,VPS53,0.2854267954826355
HER2_tumor,DPP8,KIAA1109,0.2853795289993286
HER2_tumor,DIAPH2,RIPOR1,0.2853378653526306
HER2_tumor,FSTL1,CAV2,0.2853186726570129
HER2_tumor,LAMC1,CAV2,0.285278856754303
HER2_tumor,SGMS1,JADE1,0.2852563858032226
HER2_tumor,FKBP9,MTUS1,0.2850828468799591
HER2_tumor,BIN2,CD69,0.2848236858844757
HER2_tumor,PTPN14,CASC15,0.2847298681735992
HER2_tumor,CCL4,ALOX5AP,0.2847201228141784
HER2_tumor,TNS1,PEAK1,0.2847063839435577
HER2_tumor,NCKAP1L,CD37,0.284612089395523
HER2_tumor,BMPR2,INSR,0.2845503091812134
HER2_tumor,CCNB2,CENPF,0.2843433916568756
HER2_tumor,FBN1,HSPG2,0.2843387126922607
HER2_tumor,OGFRL1,HPS5,0.2842701375484466
HER2_tumor,SH3BP1,ARHGAP45,0.2842088043689728
HER2_tumor,LYZ,AC020656.1,0.2841873168945312
HER2_tumor,NCOR1,KANSL1,0.2841759622097015
HER2_tumor,CEP55,HMMR,0.2841386198997497
HER2_tumor,CCNB2,MAD2L1,0.2841265499591827
HER2_tumor,MAP1B,PLPP3,0.2839577794075012
HER2_tumor,CDKN3,TPX2,0.2838954329490661
HER2_tumor,SH3KBP1,GMFG,0.2838383018970489
HER2_tumor,COL6A2,COL6A1,0.283646821975708
HER2_tumor,PHF21A,VPS39,0.2832596004009247
HER2_tumor,CD53,RNASE6,0.2831569314002991
HER2_tumor,CD37,MYO1G,0.2830927670001983
HER2_tumor,RIC8B,C21orf91,0.282837837934494
HER2_tumor,ARHGAP30,ARHGAP45,0.2828355133533478
HER2_tumor,PLEKHA1,MAP3K3,0.2828216850757599
HER2_tumor,CD53,BIN2,0.2826421558856964
HER2_tumor,SPARC,DPYSL3,0.2826312184333801
HER2_tumor,FCER1G,LYZ,0.2825526297092438
HER2_tumor,CD37,PTPRC,0.2824697494506836
HER2_tumor,CTTNBP2NL,PLXND1,0.2823824286460876
HER2_tumor,COX7A1,MYL9,0.2822695076465606
HER2_tumor,DGKH,SLFN5,0.2821677029132843
HER2_tumor,MKI67,AURKB,0.2821524739265442
HER2_tumor,CCDC82,MSN,0.2820921242237091
HER2_tumor,SLC2A3,LIX1L,0.2820810079574585
HER2_tumor,ALOX5AP,WAS,0.2820392847061157
HER2_tumor,CD84,CD4,0.2819832265377044
HER2_tumor,GPR65,PLCB2,0.2816850543022156
HER2_tumor,NUF2,NDC80,0.2816804051399231
HER2_tumor,WWTR1,PLPP3,0.2816380262374878
HER2_tumor,TIMP2,FILIP1L,0.2816221117973327
HER2_tumor,HNRNPLL,RNF219,0.2813082337379455
HER2_tumor,TRMT13,ETNK1,0.2811596393585205
HER2_tumor,ACOT9,OSTM1,0.2811019718647003
HER2_tumor,CYTH4,TAGAP,0.2811014354228973
HER2_tumor,SPARC,TIMP3,0.2810844779014587
HER2_tumor,PODXL,STC1,0.2809638082981109
HER2_tumor,TGFB1,LIX1L,0.2809019088745117
HER2_tumor,DIP2A,ACYP1,0.2808143198490143
HER2_tumor,BIRC5,CDC20,0.2807503044605255
HER2_tumor,CWF19L2,TUT4,0.2806939482688904
HER2_tumor,RNF145,PTPRE,0.2803199887275696
HER2_tumor,KMT2A,TNRC6B,0.2802019417285919
HER2_tumor,SELPLG,MYO1G,0.2800635099411011
HER2_tumor,TGFB1,ENTPD1,0.28003790974617
HER2_tumor,CENPF,SGO2,0.2799631953239441
HER2_tumor,PCSK7,EPC1,0.2799388468265533
HER2_tumor,CTTNBP2NL,ETS2,0.2796475291252136
HER2_tumor,DOCK2,ITGB2,0.2796453833580017
HER2_tumor,GPR65,CD84,0.2795881927013397
HER2_tumor,CD48,IKZF1,0.2793886363506317
HER2_tumor,NCKAP1L,CD84,0.2793169319629669
HER2_tumor,GABARAPL1,BTN2A1,0.2792970538139343
HER2_tumor,DOCK2,ARHGAP30,0.2792573273181915
HER2_tumor,FBLN2,EFEMP2,0.2791776657104492
HER2_tumor,CD48,SAMSN1,0.2791037261486053
HER2_tumor,KMT2A,PCSK7,0.2789186537265777
HER2_tumor,PHF3,PWWP2A,0.2788853347301483
HER2_tumor,SPARCL1,PTPRG,0.2788314819335937
HER2_tumor,WDR44,MLH3,0.2788181900978088
HER2_tumor,SH3KBP1,GYPC,0.2787654101848602
HER2_tumor,PHF21A,LENG8,0.2787319421768188
HER2_tumor,MAGI1,GPRC5B,0.278564989566803
HER2_tumor,GPR65,HAVCR2,0.2783544361591339
HER2_tumor,FCER1G,HAVCR2,0.2783538997173309
HER2_tumor,MYO1B,FKBP9,0.2782665491104126
HER2_tumor,CD3D,TRAC,0.2782543301582336
HER2_tumor,ZNF654,NAB1,0.2782424986362457
HER2_tumor,SVIL,LAMB2,0.2782322466373443
HER2_tumor,UBLCP1,CLK4,0.2781774401664734
HER2_tumor,CASKIN2,EFNB2,0.2781652510166168
HER2_tumor,GPR65,MARCH1,0.2780715823173523
HER2_tumor,MT-ND1,MT-ND2,0.2780401408672333
HER2_tumor,WIPF1,SLC2A3,0.2779039442539215
HER2_tumor,HLA-DQB1,HLA-DMA,0.2778394818305969
HER2_tumor,BIRC5,TK1,0.2776756882667541
HER2_tumor,SETX,SLFN5,0.2776358127593994
HER2_tumor,FERMT3,CCL4L2,0.2774802446365356
HER2_tumor,TNS2,COL4A2,0.2774693071842193
HER2_tumor,GTSE1,CEP55,0.2773637175559997
HER2_tumor,LBH,ETS1,0.2772886157035827
HER2_tumor,CD53,GPR65,0.2771844863891601
HER2_tumor,EFNB1,EMP1,0.2771406471729278
HER2_tumor,GTSE1,HMMR,0.2770841121673584
HER2_tumor,FBRS,SBNO2,0.2769812643527984
HER2_tumor,COL1A2,COL6A3,0.27690190076828
HER2_tumor,TIMP2,SERPING1,0.2768549025058746
HER2_tumor,UTRN,DGKH,0.2768056392669678
HER2_tumor,C5AR1,CSF1R,0.2767746746540069
HER2_tumor,PXN,PDE8A,0.2766802310943603
HER2_tumor,SH3KBP1,SLC2A3,0.2766501605510711
HER2_tumor,CD3D,TRBC1,0.2766199111938476
HER2_tumor,ZDHHC17,DPP8,0.2765207588672638
HER2_tumor,DOCK2,PTPRC,0.2765156626701355
HER2_tumor,ZDHHC17,HERC1,0.2764250040054321
HER2_tumor,KRT18,CLDN4,0.2763389050960541
HER2_tumor,LST1,CD83,0.2762867510318756
HER2_tumor,TBC1D1,PER1,0.2762172222137451
HER2_tumor,COL18A1,UNC5B,0.2761138081550598
HER2_tumor,PALMD,ITGB4,0.2760920524597168
HER2_tumor,MIER1,PCM1,0.2759358882904053
HER2_tumor,PLEC,MACF1,0.2758811712265014
HER2_tumor,IL2RG,CORO1A,0.2758794128894806
HER2_tumor,SPN,FYB1,0.2758380472660064
HER2_tumor,SETX,TUT7,0.2757037580013275
HER2_tumor,ACOT9,CEP170,0.2756219208240509
HER2_tumor,CD24,CLDN3,0.2755954563617706
HER2_tumor,CAVIN1,CAVIN3,0.2755129635334015
HER2_tumor,FHL2,TMEM98,0.2755104899406433
HER2_tumor,AKAP11,VPS39,0.2754266262054443
HER2_tumor,CERS5,PEX26,0.2754085958003998
HER2_tumor,CCNT1,FAM172A,0.275322288274765
HER2_tumor,RGS1,DOCK2,0.2753035426139831
HER2_tumor,XPO4,DDHD2,0.2752890288829803
HER2_tumor,CYTOR,MIR4435-2HG,0.2752785086631775
HER2_tumor,GBP3,SETX,0.2752414345741272
HER2_tumor,MAGI1,CNKSR3,0.2751796543598175
HER2_tumor,DOCK2,CORO1A,0.2749836146831512
HER2_tumor,PNPLA8,TNKS,0.274595558643341
HER2_tumor,SPARCL1,COL18A1,0.274533063173294
HER2_tumor,TTC19,ELK4,0.2744808793067932
HER2_tumor,DPP8,TUT7,0.2743904888629913
HER2_tumor,CCNB2,CDKN3,0.2739669978618622
HER2_tumor,SASH3,SLA,0.2739553153514862
HER2_tumor,COL6A2,CCDC80,0.2738292217254638
HER2_tumor,JAML,IL10RA,0.2737839519977569
HER2_tumor,JAML,GPR183,0.2737731635570526
HER2_tumor,KIAA1109,FAM208B,0.273727536201477
HER2_tumor,ASPM,CCNB2,0.2736648917198181
HER2_tumor,HAVCR2,FYB1,0.2735813558101654
HER2_tumor,LTBP1,MYLK,0.2735730111598968
HER2_tumor,IL2RG,MYO1G,0.2734255194664001
HER2_tumor,GBP4,EHBP1L1,0.273333877325058
HER2_tumor,CD84,ITGB2,0.273181289434433
HER2_tumor,COL4A2,FSTL1,0.2731494903564453
HER2_tumor,GBP3,KIAA1109,0.2731095552444458
