condition,gene_a,gene_b,weight
Normal_BRCA1_-_pre-neoplastic,BAG4,CDR2,0.446442186832428
Normal_BRCA1_-_pre-neoplastic,TLE4,MYLIP,0.4463934302330017
Normal_BRCA1_-_pre-neoplastic,UBR4,ZC3H8,0.4462948143482208
Normal_BRCA1_-_pre-neoplastic,MORC3,WDR26,0.4462892711162567
Normal_BRCA1_-_pre-neoplastic,SPRTN,ERICH1,0.446243017911911
Normal_BRCA1_-_pre-neoplastic,CPE,RBMS3,0.4462028741836548
Normal_BRCA1_-_pre-neoplastic,CRY1,MIS12,0.4461939930915832
Normal_BRCA1_-_pre-neoplastic,PLOD2,YAP1,0.4461793303489685
Normal_BRCA1_-_pre-neoplastic,C1S,LRP1,0.4461715817451477
Normal_BRCA1_-_pre-neoplastic,SLC25A25,PRPF39,0.4461416602134704
Normal_BRCA1_-_pre-neoplastic,LMBR1L,PIK3CA,0.446124792098999
Normal_BRCA1_-_pre-neoplastic,CXCL12,RASL11A,0.4461242258548736
Normal_BRCA1_-_pre-neoplastic,EPM2AIP1,IDI1,0.4460868537425995
Normal_BRCA1_-_pre-neoplastic,CDADC1,EIF5A2,0.4460611045360565
Normal_BRCA1_-_pre-neoplastic,FBXO21,SMAD5,0.4458698630332947
Normal_BRCA1_-_pre-neoplastic,RNF168,LINC02001,0.4458654224872589
Normal_BRCA1_-_pre-neoplastic,ZNF274,TSC2,0.4457655549049377
Normal_BRCA1_-_pre-neoplastic,ADAM17,LBR,0.4457168579101562
Normal_BRCA1_-_pre-neoplastic,CCP110,CENPT,0.4456894695758819
Normal_BRCA1_-_pre-neoplastic,RLIM,CLP1,0.4456504881381988
Normal_BRCA1_-_pre-neoplastic,ZFC3H1,TRAPPC6B,0.4456444084644317
Normal_BRCA1_-_pre-neoplastic,PDE12,BAG5,0.445600688457489
Normal_BRCA1_-_pre-neoplastic,MAFF,PGRMC1,0.4455849230289459
Normal_BRCA1_-_pre-neoplastic,STK17B,AUTS2,0.4455572664737701
Normal_BRCA1_-_pre-neoplastic,CNST,RNF168,0.4454278945922851
Normal_BRCA1_-_pre-neoplastic,RPAP3,ERVK3-1,0.445406049489975
Normal_BRCA1_-_pre-neoplastic,SIN3A,POLR3GL,0.4453927874565124
Normal_BRCA1_-_pre-neoplastic,NECAP1,ISCA1,0.4453731477260589
Normal_BRCA1_-_pre-neoplastic,ECSCR,EMCN,0.4453397095203399
Normal_BRCA1_-_pre-neoplastic,HECA,MIS18BP1,0.4453261494636535
Normal_BRCA1_-_pre-neoplastic,HCG18,CFAP36,0.4452733695507049
Normal_BRCA1_-_pre-neoplastic,ZBTB8A,PHF2,0.4449153542518616
Normal_BRCA1_-_pre-neoplastic,PLEKHF1,PHF21A,0.4448772370815277
Normal_BRCA1_-_pre-neoplastic,PPTC7,INO80D,0.444841057062149
Normal_BRCA1_-_pre-neoplastic,ADNP2,FOXC1,0.4448015987873077
Normal_BRCA1_-_pre-neoplastic,RNF139,MCM7,0.4447806179523468
Normal_BRCA1_-_pre-neoplastic,IDI1,UBQLN2,0.4447637796401977
Normal_BRCA1_-_pre-neoplastic,TRPM7,RNF168,0.4447477459907532
Normal_BRCA1_-_pre-neoplastic,NUP153,TENT4A,0.4447303712368011
Normal_BRCA1_-_pre-neoplastic,TMEM185B,ITSN1,0.4447223544120788
Normal_BRCA1_-_pre-neoplastic,USP7,ZFC3H1,0.4445598125457763
Normal_BRCA1_-_pre-neoplastic,GPATCH2L,ZBTB43,0.4444764852523803
Normal_BRCA1_-_pre-neoplastic,NFATC2,CAPN7,0.4444657266139984
Normal_BRCA1_-_pre-neoplastic,TPST1,DSEL,0.444406121969223
Normal_BRCA1_-_pre-neoplastic,PXDC1,BAIAP2,0.4443937242031097
Normal_BRCA1_-_pre-neoplastic,FBXO21,IPO9,0.4443807601928711
Normal_BRCA1_-_pre-neoplastic,KIN,SMARCE1,0.4443581402301788
Normal_BRCA1_-_pre-neoplastic,ANKRD54,ATG14,0.4441973567008972
Normal_BRCA1_-_pre-neoplastic,HAUS8,PHLDB1,0.4441367089748382
Normal_BRCA1_-_pre-neoplastic,EEA1,FMNL2,0.4441008567810058
Normal_BRCA1_-_pre-neoplastic,RCHY1,SGTA,0.444100022315979
Normal_BRCA1_-_pre-neoplastic,RBM15,KPNA5,0.4439952969551086
Normal_BRCA1_-_pre-neoplastic,TTN-AS1,LCMT2,0.4439192414283752
Normal_BRCA1_-_pre-neoplastic,DGKE,DBF4,0.4438861608505249
Normal_BRCA1_-_pre-neoplastic,RBM12,NOL9,0.4438266456127167
Normal_BRCA1_-_pre-neoplastic,PLEKHG1,TSHZ1,0.4438040554523468
Normal_BRCA1_-_pre-neoplastic,PISD,ZC3H8,0.4437379539012909
Normal_BRCA1_-_pre-neoplastic,CTDSPL2,FCF1,0.4437302350997925
Normal_BRCA1_-_pre-neoplastic,TERF1,PCNA,0.4436602890491485
Normal_BRCA1_-_pre-neoplastic,MLF1,SLC9A1,0.4436162114143371
Normal_BRCA1_-_pre-neoplastic,TFRC,MIR4458HG,0.4436098933219909
Normal_BRCA1_-_pre-neoplastic,RHOJ,C2CD4B,0.4435947239398956
Normal_BRCA1_-_pre-neoplastic,DPP8,ZNF559,0.4435721635818481
Normal_BRCA1_-_pre-neoplastic,HELZ,ZBTB7A,0.44356170296669
Normal_BRCA1_-_pre-neoplastic,FBXO8,UNK,0.4435038566589355
Normal_BRCA1_-_pre-neoplastic,PDE12,TEX10,0.4434444010257721
Normal_BRCA1_-_pre-neoplastic,EPB41L2,RELT,0.4433722794055938
Normal_BRCA1_-_pre-neoplastic,CDADC1,ZNF584,0.4433678984642029
Normal_BRCA1_-_pre-neoplastic,CCNL1,JUN,0.4432429373264313
Normal_BRCA1_-_pre-neoplastic,F2RL3,GIMAP8,0.4431948065757751
Normal_BRCA1_-_pre-neoplastic,AMFR,SLCO3A1,0.4429362416267395
Normal_BRCA1_-_pre-neoplastic,MAP7,LAMB3,0.4428512752056122
Normal_BRCA1_-_pre-neoplastic,NFAT5,TRPM7,0.4428499042987823
Normal_BRCA1_-_pre-neoplastic,AC006333.2,TMEM201,0.4428419172763824
Normal_BRCA1_-_pre-neoplastic,KRT14,KRT17,0.4428152740001678
Normal_BRCA1_-_pre-neoplastic,HSPB11,ERICH1,0.4428111314773559
Normal_BRCA1_-_pre-neoplastic,TACC1,PCF11,0.4427668750286102
Normal_BRCA1_-_pre-neoplastic,CTR9,HSPH1,0.4427402317523956
Normal_BRCA1_-_pre-neoplastic,TLE4,MCM7,0.4426517188549042
Normal_BRCA1_-_pre-neoplastic,TSHZ2,RNF19B,0.4425300061702728
Normal_BRCA1_-_pre-neoplastic,RMND1,AXIN1,0.4423072338104248
Normal_BRCA1_-_pre-neoplastic,CLEC14A,CCL14,0.4422745406627655
Normal_BRCA1_-_pre-neoplastic,RBM12,ELL,0.4422525763511657
Normal_BRCA1_-_pre-neoplastic,SLC20A1,PPTC7,0.4422341883182525
Normal_BRCA1_-_pre-neoplastic,UBR5,EID2,0.4422287046909332
Normal_BRCA1_-_pre-neoplastic,SAMD8,CDC27,0.4421521127223968
Normal_BRCA1_-_pre-neoplastic,HNRNPLL,CEP68,0.4421059787273407
Normal_BRCA1_-_pre-neoplastic,TPBG,MAP4K5,0.4420631527900696
Normal_BRCA1_-_pre-neoplastic,ADNP2,C3orf58,0.4420148730278015
Normal_BRCA1_-_pre-neoplastic,REL,FAM208B,0.4419879615306854
Normal_BRCA1_-_pre-neoplastic,CBX1,XPR1,0.441881775856018
Normal_BRCA1_-_pre-neoplastic,FBXO30,BEX3,0.4418225288391113
Normal_BRCA1_-_pre-neoplastic,CCDC66,RBM33,0.4418164789676666
Normal_BRCA1_-_pre-neoplastic,RRAGB,NME7,0.441748172044754
Normal_BRCA1_-_pre-neoplastic,SGTA,MCM7,0.4417325556278229
Normal_BRCA1_-_pre-neoplastic,SERTAD2,TRIM8,0.441682904958725
Normal_BRCA1_-_pre-neoplastic,BRD1,KIAA1586,0.4416502714157104
Normal_BRCA1_-_pre-neoplastic,USP7,HCG18,0.4416489005088806
Normal_BRCA1_-_pre-neoplastic,UNK,AC108134.2,0.441546618938446
Normal_BRCA1_-_pre-neoplastic,BHLHE40,HES1,0.4415449798107147
Normal_BRCA1_-_pre-neoplastic,DSEL,CYBRD1,0.4414641261100769
Normal_BRCA1_-_pre-neoplastic,BRD1,HAUS8,0.4414186179637909
Normal_BRCA1_-_pre-neoplastic,PLK2,MIR222HG,0.4413870871067047
Normal_BRCA1_-_pre-neoplastic,MLF1,WRN,0.4413396716117859
Normal_BRCA1_-_pre-neoplastic,HELZ,MED17,0.4412530958652496
Normal_BRCA1_-_pre-neoplastic,BRWD1,ELK4,0.4412180185317993
Normal_BRCA1_-_pre-neoplastic,EEA1,UBTD2,0.4411752820014953
Normal_BRCA1_-_pre-neoplastic,FAM13B,BRD8,0.4411487281322479
Normal_BRCA1_-_pre-neoplastic,BEX3,SGMS2,0.4411385953426361
Normal_BRCA1_-_pre-neoplastic,ISCA1,APEX1,0.4411265254020691
Normal_BRCA1_-_pre-neoplastic,ANKRD49,TXNL4B,0.4411182999610901
Normal_BRCA1_-_pre-neoplastic,AC097376.2,ABCD4,0.4410684704780578
Normal_BRCA1_-_pre-neoplastic,HELZ,SMARCC2,0.4410265684127807
Normal_BRCA1_-_pre-neoplastic,C9orf3,TGFB1I1,0.4409835636615753
Normal_BRCA1_-_pre-neoplastic,RCL1,KAT8,0.4408242106437683
Normal_BRCA1_-_pre-neoplastic,PALLD,RUNX1,0.4408003985881805
Normal_BRCA1_-_pre-neoplastic,REL,TACC1,0.4407998621463775
Normal_BRCA1_-_pre-neoplastic,RANBP2,WDR26,0.4405844807624817
Normal_BRCA1_-_pre-neoplastic,NXF1,HIVEP1,0.4404758810997009
Normal_BRCA1_-_pre-neoplastic,UBR5,NKIRAS1,0.4404750764369964
Normal_BRCA1_-_pre-neoplastic,AC097376.2,BAG4,0.4404135346412658
Normal_BRCA1_-_pre-neoplastic,ODR4,DDX19A,0.4404036700725555
Normal_BRCA1_-_pre-neoplastic,ADNP2,HEATR1,0.4403574764728546
Normal_BRCA1_-_pre-neoplastic,STK3,UBTD2,0.440340518951416
Normal_BRCA1_-_pre-neoplastic,CDC42EP4,BDH2,0.4403243660926819
Normal_BRCA1_-_pre-neoplastic,ODR4,RNF24,0.4402789771556854
Normal_BRCA1_-_pre-neoplastic,NF1,ARID1A,0.4402404427528381
Normal_BRCA1_-_pre-neoplastic,ANGPTL4,HSPE1,0.4402292370796203
Normal_BRCA1_-_pre-neoplastic,PBX1,AASS,0.4402016103267669
Normal_BRCA1_-_pre-neoplastic,CHORDC1,INO80D,0.4401054084300995
Normal_BRCA1_-_pre-neoplastic,KDM5B,SNAP47,0.440091460943222
Normal_BRCA1_-_pre-neoplastic,TMEM67,TAF1B,0.4400807917118072
Normal_BRCA1_-_pre-neoplastic,CCDC66,MED17,0.4400720596313476
Normal_BRCA1_-_pre-neoplastic,PPP1R12C,GPATCH3,0.44003626704216
Normal_BRCA1_-_pre-neoplastic,EPM2AIP1,PTPRA,0.4398731589317322
Normal_BRCA1_-_pre-neoplastic,ELK4,ZBTB43,0.4398679435253143
Normal_BRCA1_-_pre-neoplastic,SPART,EID2,0.439768522977829
Normal_BRCA1_-_pre-neoplastic,TFB2M,ERVK3-1,0.4397147297859192
Normal_BRCA1_-_pre-neoplastic,EMCN,C2CD4B,0.4396333694458008
Normal_BRCA1_-_pre-neoplastic,PCF11,HCG18,0.4395157098770141
Normal_BRCA1_-_pre-neoplastic,LRRC8A,CLCF1,0.439493328332901
Normal_BRCA1_-_pre-neoplastic,ATG14,ZNF559,0.4394280910491943
Normal_BRCA1_-_pre-neoplastic,DOT1L,RGMB,0.4393770396709442
Normal_BRCA1_-_pre-neoplastic,ZBTB21,HYPK,0.4393606781959533
Normal_BRCA1_-_pre-neoplastic,IAH1,BAG5,0.4393519461154938
Normal_BRCA1_-_pre-neoplastic,FBXO30,BAIAP2,0.4392690062522888
Normal_BRCA1_-_pre-neoplastic,CCNT2,MKLN1,0.4392673671245575
Normal_BRCA1_-_pre-neoplastic,RANBP2,TUT7,0.4391421675682068
Normal_BRCA1_-_pre-neoplastic,SLC37A3,SAMD8,0.4391244351863861
Normal_BRCA1_-_pre-neoplastic,MAL2,ELF3,0.4389793574810028
Normal_BRCA1_-_pre-neoplastic,MSRB3,NRP2,0.4389163851737976
Normal_BRCA1_-_pre-neoplastic,PUM2,THUMPD1,0.4388983845710754
Normal_BRCA1_-_pre-neoplastic,INO80D,ATP6V1B2,0.4387950897216797
Normal_BRCA1_-_pre-neoplastic,SLC38A2,INO80D,0.4387931823730469
Normal_BRCA1_-_pre-neoplastic,TOB2,ZRANB1,0.4387800991535187
Normal_BRCA1_-_pre-neoplastic,RIT1,NXF1,0.4387165904045105
Normal_BRCA1_-_pre-neoplastic,REV1,MITD1,0.4385634958744049
Normal_BRCA1_-_pre-neoplastic,NFATC3,OFD1,0.4384945631027221
Normal_BRCA1_-_pre-neoplastic,USP1,SOCS5,0.4384842216968536
Normal_BRCA1_-_pre-neoplastic,RCHY1,TOB2,0.4384531676769256
Normal_BRCA1_-_pre-neoplastic,ASXL1,TLE4,0.4384411871433258
Normal_BRCA1_-_pre-neoplastic,RBM34,ZRSR2,0.4383978843688965
Normal_BRCA1_-_pre-neoplastic,RHOJ,RAMP2,0.4383712112903595
Normal_BRCA1_-_pre-neoplastic,SMARCE1,TRAPPC2B,0.4383407235145569
Normal_BRCA1_-_pre-neoplastic,CREBZF,MED17,0.4382914304733276
Normal_BRCA1_-_pre-neoplastic,ADAM17,RLIM,0.4382868111133575
Normal_BRCA1_-_pre-neoplastic,ADAM17,RNF168,0.4382522404193878
Normal_BRCA1_-_pre-neoplastic,ARID2,PHACTR4,0.4382097721099853
Normal_BRCA1_-_pre-neoplastic,SIAH1,CEP89,0.4381991624832153
Normal_BRCA1_-_pre-neoplastic,HELZ,CCDC186,0.4381556212902069
Normal_BRCA1_-_pre-neoplastic,VCPKMT,AL645728.1,0.4380638897418976
Normal_BRCA1_-_pre-neoplastic,BRWD1,NECAP1,0.4380549192428589
Normal_BRCA1_-_pre-neoplastic,ATF1,RBM12,0.4380089342594147
Normal_BRCA1_-_pre-neoplastic,RASAL2,ACTN1,0.4378236830234527
Normal_BRCA1_-_pre-neoplastic,PLEKHG1,PLXNA2,0.4378187954425812
Normal_BRCA1_-_pre-neoplastic,RLF,MSH6,0.437738299369812
Normal_BRCA1_-_pre-neoplastic,RCHY1,IAH1,0.437737226486206
Normal_BRCA1_-_pre-neoplastic,CYB5D2,INTS3,0.4376956224441528
Normal_BRCA1_-_pre-neoplastic,SLC25A25,CCNT2,0.4376893639564514
Normal_BRCA1_-_pre-neoplastic,UBR5,DDX19A,0.4376469552516937
Normal_BRCA1_-_pre-neoplastic,ZNF316,DNMT3A,0.4376412332057953
Normal_BRCA1_-_pre-neoplastic,CHORDC1,ASXL1,0.4376200437545776
Normal_BRCA1_-_pre-neoplastic,USP1,SGTA,0.4374724328517914
Normal_BRCA1_-_pre-neoplastic,FBXO30,B3GALNT2,0.4374009668827057
Normal_BRCA1_-_pre-neoplastic,WDR26,ATF1,0.4372521042823791
Normal_BRCA1_-_pre-neoplastic,PGRMC1,MSH6,0.4371939897537231
Normal_BRCA1_-_pre-neoplastic,HSPD1,PCNA,0.4371918141841888
Normal_BRCA1_-_pre-neoplastic,AC008124.1,EPS15L1,0.4370782971382141
Normal_BRCA1_-_pre-neoplastic,ZNF638,CDKN2AIP,0.4370728731155395
Normal_BRCA1_-_pre-neoplastic,DGKE,PHLPP2,0.4370595514774322
Normal_BRCA1_-_pre-neoplastic,ATP6V0A1,FRMD6,0.4370239973068237
Normal_BRCA1_-_pre-neoplastic,ATG14,TAF5,0.436949610710144
Normal_BRCA1_-_pre-neoplastic,ZBTB7A,ZBTB43,0.4369330406188965
Normal_BRCA1_-_pre-neoplastic,ANP32E,RNF139,0.4368600249290466
Normal_BRCA1_-_pre-neoplastic,TSHZ2,MTHFR,0.4368557035923004
Normal_BRCA1_-_pre-neoplastic,SLK,RNF168,0.4368537962436676
Normal_BRCA1_-_pre-neoplastic,CLCF1,ZNF771,0.4367685914039612
Normal_BRCA1_-_pre-neoplastic,VCPKMT,RBM19,0.4367642402648926
Normal_BRCA1_-_pre-neoplastic,SACS,NME7,0.4367617964744568
Normal_BRCA1_-_pre-neoplastic,RCHY1,RANBP2,0.4366454184055328
Normal_BRCA1_-_pre-neoplastic,PTPRM,ESAM,0.4366413354873657
Normal_BRCA1_-_pre-neoplastic,IPO9,PRPF4,0.4365890026092529
Normal_BRCA1_-_pre-neoplastic,KPNA5,PRRT3,0.4365426003932953
Normal_BRCA1_-_pre-neoplastic,CRABP2,COL6A1,0.436520904302597
Normal_BRCA1_-_pre-neoplastic,FBXO21,FAM210A,0.4365073442459106
Normal_BRCA1_-_pre-neoplastic,HOMER1,MKL1,0.4362815022468567
Normal_BRCA1_-_pre-neoplastic,SNHG10,C17orf51,0.4362546801567077
Normal_BRCA1_-_pre-neoplastic,HELZ,CCDC66,0.4361218810081482
Normal_BRCA1_-_pre-neoplastic,PHF13,ING2,0.4360937178134918
Normal_BRCA1_-_pre-neoplastic,RCHY1,MED17,0.4359875023365021
Normal_BRCA1_-_pre-neoplastic,AP1G1,SLC37A3,0.435981273651123
Normal_BRCA1_-_pre-neoplastic,ANKRD49,HELZ2,0.4359455406665802
Normal_BRCA1_-_pre-neoplastic,PLOD2,GULP1,0.4358672499656677
Normal_BRCA1_-_pre-neoplastic,FBXO21,RBM12,0.4358659088611603
Normal_BRCA1_-_pre-neoplastic,RASL11A,ABCA1,0.435750275850296
Normal_BRCA1_-_pre-neoplastic,ANP32E,SLC38A2,0.4357413351535797
Normal_BRCA1_-_pre-neoplastic,AMFR,TRIP6,0.4357391893863678
Normal_BRCA1_-_pre-neoplastic,HCG18,SPRTN,0.4357324242591858
Normal_BRCA1_-_pre-neoplastic,PGAP1,PRMT9,0.4355992376804352
Normal_BRCA1_-_pre-neoplastic,METTL15,FAM215B,0.4355494379997253
Normal_BRCA1_-_pre-neoplastic,ATP6V1B2,LIMS1,0.4353949427604675
Normal_BRCA1_-_pre-neoplastic,B3GALNT2,AC068491.3,0.4353662431240082
Normal_BRCA1_-_pre-neoplastic,SNRNP200,SMARCC2,0.4353478550910949
Normal_BRCA1_-_pre-neoplastic,TMEM217,TMOD1,0.4353294670581817
Normal_BRCA1_-_pre-neoplastic,USP1,MFAP1,0.4353048503398895
Normal_BRCA1_-_pre-neoplastic,SLK,TSC22D2,0.4351534247398376
Normal_BRCA1_-_pre-neoplastic,FOXO3,HSPE1,0.4351444840431213
Normal_BRCA1_-_pre-neoplastic,NUP88,SNIP1,0.4349901378154754
Normal_BRCA1_-_pre-neoplastic,SIAH1,SERTAD2,0.4349703788757324
Normal_BRCA1_-_pre-neoplastic,SLC41A1,BMP2,0.434872031211853
Normal_BRCA1_-_pre-neoplastic,TIPARP,MXRA7,0.4347944855690002
Normal_BRCA1_-_pre-neoplastic,BEX3,AMFR,0.4347336888313293
Normal_BRCA1_-_pre-neoplastic,TRAPPC6B,AFTPH,0.4346888363361358
Normal_BRCA1_-_pre-neoplastic,NOC3L,WRN,0.4346210658550262
Normal_BRCA1_-_pre-neoplastic,HELZ,FTX,0.4345502853393554
Normal_BRCA1_-_pre-neoplastic,FAM210A,NUFIP1,0.434495210647583
Normal_BRCA1_-_pre-neoplastic,OXSR1,RBM33,0.4344830513000488
Normal_BRCA1_-_pre-neoplastic,NFAT5,TRNT1,0.434424489736557
Normal_BRCA1_-_pre-neoplastic,COL18A1,RELT,0.434306263923645
Normal_BRCA1_-_pre-neoplastic,CDC23,TLCD2,0.4343038201332092
Normal_BRCA1_-_pre-neoplastic,TOB2,ATF1,0.4342668652534485
Normal_BRCA1_-_pre-neoplastic,RGMB,SLC9A1,0.4342511892318725
Normal_BRCA1_-_pre-neoplastic,LONRF2,PRRX2,0.4342474341392517
Normal_BRCA1_-_pre-neoplastic,GTF2B,TACC1,0.4342236816883087
Normal_BRCA1_-_pre-neoplastic,SLK,ARID2,0.4340884983539581
Normal_BRCA1_-_pre-neoplastic,TMEM185B,RBM4B,0.4340634047985077
Normal_BRCA1_-_pre-neoplastic,TFPI2,PLPP3,0.433974415063858
Normal_BRCA1_-_pre-neoplastic,WDR26,TOPORS,0.4339148104190826
Normal_BRCA1_-_pre-neoplastic,ANGPTL4,MT1M,0.4338282644748688
Normal_BRCA1_-_pre-neoplastic,ZRANB1,ANP32E,0.4338185489177704
Normal_BRCA1_-_pre-neoplastic,NCKAP5L,KIAA0930,0.433815598487854
Normal_BRCA1_-_pre-neoplastic,CEMIP2,HSPB11,0.4338066875934601
Normal_BRCA1_-_pre-neoplastic,RBFOX2,ZNF771,0.4337083101272583
Normal_BRCA1_-_pre-neoplastic,PLEKHG1,C2CD4B,0.4336172044277191
Normal_BRCA1_-_pre-neoplastic,ECSCR,CLDN5,0.4336139559745788
Normal_BRCA1_-_pre-neoplastic,SGTA,ZC3H14,0.4335638582706451
Normal_BRCA1_-_pre-neoplastic,PIKFYVE,ZNF689,0.4335576593875885
Normal_BRCA1_-_pre-neoplastic,POLR3GL,AC025159.1,0.4334954023361206
Normal_BRCA1_-_pre-neoplastic,EPM2AIP1,RNF139,0.4334873259067535
Normal_BRCA1_-_pre-neoplastic,ANKRD54,PGM3,0.4334541857242584
Normal_BRCA1_-_pre-neoplastic,BEX3,PXDC1,0.4334199726581573
Normal_BRCA1_-_pre-neoplastic,SF3A1,PURA,0.4333995282649994
Normal_BRCA1_-_pre-neoplastic,GATAD2B,ZBTB43,0.4333841502666473
Normal_BRCA1_-_pre-neoplastic,TPM1,RUNX1,0.4333356916904449
Normal_BRCA1_-_pre-neoplastic,NF1,SLC36A4,0.4332925975322723
Normal_BRCA1_-_pre-neoplastic,TERF1,ATF1,0.4332212507724762
Normal_BRCA1_-_pre-neoplastic,ECI2,KLHL20,0.4331579804420471
Normal_BRCA1_-_pre-neoplastic,TERF1,KAT8,0.4331566095352173
Normal_BRCA1_-_pre-neoplastic,CPEB2,SFR1,0.4331539273262024
Normal_BRCA1_-_pre-neoplastic,NUP107,CEP290,0.4331477284431457
Normal_BRCA1_-_pre-neoplastic,TULP3,MGA,0.4330438375473022
Normal_BRCA1_-_pre-neoplastic,USP7,ZC3H8,0.4329940378665924
Normal_BRCA1_-_pre-neoplastic,EED,RNF138,0.4329881370067596
Normal_BRCA1_-_pre-neoplastic,OSGIN1,AL138724.1,0.4327737092971802
Normal_BRCA1_-_pre-neoplastic,FBXO8,C17orf58,0.4327330887317657
Normal_BRCA1_-_pre-neoplastic,SLC37A3,TEX10,0.4327330887317657
Normal_BRCA1_-_pre-neoplastic,PCF11,PCNA,0.4326736330986023
Normal_BRCA1_-_pre-neoplastic,TIPARP,TAPT1,0.4326720237731933
Normal_BRCA1_-_pre-neoplastic,FEM1C,TOPORS,0.4325504899024963
Normal_BRCA1_-_pre-neoplastic,SNHG10,CLCF1,0.4324537217617035
Normal_BRCA1_-_pre-neoplastic,PCF11,TLE4,0.4323252439498901
Normal_BRCA1_-_pre-neoplastic,PCF11,PPTC7,0.4322841465473175
Normal_BRCA1_-_pre-neoplastic,COL14A1,PCOLCE,0.4321573376655578
Normal_BRCA1_-_pre-neoplastic,OGT,NEPRO,0.4320960938930511
Normal_BRCA1_-_pre-neoplastic,GPATCH3,AL139089.1,0.4320066571235657
Normal_BRCA1_-_pre-neoplastic,HNRNPLL,HS2ST1,0.4319567084312439
Normal_BRCA1_-_pre-neoplastic,MAFF,RCL1,0.4319035410881042
Normal_BRCA1_-_pre-neoplastic,UPF3B,BOD1L1,0.4318536221981048
Normal_BRCA1_-_pre-neoplastic,INAFM1,ZNF574,0.4318517446517944
Normal_BRCA1_-_pre-neoplastic,TSC22D2,ING2,0.4318345487117767
Normal_BRCA1_-_pre-neoplastic,FTX,CRLF3,0.431792140007019
Normal_BRCA1_-_pre-neoplastic,ZBED5,BCL6,0.431755930185318
Normal_BRCA1_-_pre-neoplastic,AL138724.1,TSHZ3,0.4317406117916107
Normal_BRCA1_-_pre-neoplastic,OGN,FBLN1,0.4317373931407928
Normal_BRCA1_-_pre-neoplastic,CRY1,RBM12,0.4317019879817962
Normal_BRCA1_-_pre-neoplastic,MGA,PDS5B,0.4316579699516296
Normal_BRCA1_-_pre-neoplastic,FAM208B,HSPD1,0.4316437542438507
Normal_BRCA1_-_pre-neoplastic,SLC38A2,LACTB,0.4316171705722809
Normal_BRCA1_-_pre-neoplastic,THUMPD1,SPIN1,0.431600272655487
Normal_BRCA1_-_pre-neoplastic,FAM208B,PDE12,0.4315742552280426
Normal_BRCA1_-_pre-neoplastic,RBFOX2,COX7A1,0.4315581619739532
Normal_BRCA1_-_pre-neoplastic,RCHY1,SHPRH,0.4315168559551239
Normal_BRCA1_-_pre-neoplastic,TOB2,PCNA,0.4314444363117218
Normal_BRCA1_-_pre-neoplastic,ZBTB8A,IRF2BPL,0.4313926696777344
Normal_BRCA1_-_pre-neoplastic,SPART,CSTF2T,0.4313318133354187
Normal_BRCA1_-_pre-neoplastic,TSC22D2,MYADM,0.4313015043735504
Normal_BRCA1_-_pre-neoplastic,BEX3,SACS,0.4312902390956878
Normal_BRCA1_-_pre-neoplastic,SMG6,ADAL,0.4310908019542694
Normal_BRCA1_-_pre-neoplastic,ZFC3H1,TLE3,0.4308997690677643
Normal_BRCA1_-_pre-neoplastic,CHKA,CTTNBP2NL,0.4307846128940582
Normal_BRCA1_-_pre-neoplastic,TPP2,ZNF689,0.4307661354541778
Normal_BRCA1_-_pre-neoplastic,ATG14,PRRT3,0.4307505786418915
Normal_BRCA1_-_pre-neoplastic,ATF1,ELL,0.430719792842865
Normal_BRCA1_-_pre-neoplastic,NOL9,TSPYL4,0.4306999742984772
Normal_BRCA1_-_pre-neoplastic,NFAT5,FAM193A,0.4306756258010864
Normal_BRCA1_-_pre-neoplastic,SLCO3A1,KLF7,0.4305460453033447
Normal_BRCA1_-_pre-neoplastic,EAF1,RASA3,0.4304670989513397
Normal_BRCA1_-_pre-neoplastic,TSC22D2,MIR222HG,0.430444598197937
Normal_BRCA1_-_pre-neoplastic,ADAM17,RPAP3,0.4303696751594543
Normal_BRCA1_-_pre-neoplastic,SLC41A1,EMP2,0.4303581714630127
Normal_BRCA1_-_pre-neoplastic,RNF217,KIF13A,0.4302939772605896
Normal_BRCA1_-_pre-neoplastic,SGTA,PPRC1,0.4302525222301483
Normal_BRCA1_-_pre-neoplastic,ATF1,PCNA,0.4302086532115936
Normal_BRCA1_-_pre-neoplastic,RBFOX2,AMFR,0.4301901757717132
Normal_BRCA1_-_pre-neoplastic,ORC4,OSTM1,0.4301543533802032
Normal_BRCA1_-_pre-neoplastic,CCNT2,CSKMT,0.4300559461116791
Normal_BRCA1_-_pre-neoplastic,PLEKHG1,CALCRL,0.4300270676612854
Normal_BRCA1_-_pre-neoplastic,IRF2,RBMX2,0.4300214648246765
Normal_BRCA1_-_pre-neoplastic,IPO9,THUMPD1,0.4299631714820862
Normal_BRCA1_-_pre-neoplastic,GRASP,HOXD8,0.429934024810791
Normal_BRCA1_-_pre-neoplastic,RLIM,TIPARP,0.4298925995826721
Normal_BRCA1_-_pre-neoplastic,CDK5RAP1,C22orf46,0.429877370595932
Normal_BRCA1_-_pre-neoplastic,ZBTB7A,MED17,0.4298733472824096
Normal_BRCA1_-_pre-neoplastic,HLA-DRB1,CYP1A1,0.4298495650291443
Normal_BRCA1_-_pre-neoplastic,UBQLN2,TP53BP1,0.4298204481601715
Normal_BRCA1_-_pre-neoplastic,PPRC1,CAMK2N1,0.4297560453414917
