condition,source_conditions,selected_power,community_id,n_nodes,n_internal_edges,mean_internal_edge_weight,top_hub_genes,top_hub_1,top_hub_2,top_hub_3
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,15,5,7,0.3733947181275913,MT-CO3 | MT-CO1 | MT-ND4,MT-CO3,MT-CO1,MT-ND4
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,16,5,6,0.14862646162509913,OAF | CD276 | MEIS2,OAF,CD276,MEIS2
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,17,5,6,0.14266064514716462,CCNT1 | G2E3 | MSL2,CCNT1,G2E3,MSL2
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,18,5,4,0.13647618331015107,ATP6V0A1 | FRMD6 | SLC9A1,ATP6V0A1,FRMD6,SLC9A1
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,19,4,5,0.14158056527376167,DUSP14 | GLIPR1 | ARHGEF35,DUSP14,GLIPR1,ARHGEF35
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,20,4,3,0.13349835326274231,TMEM237 | EPHA2 | MGME1,TMEM237,EPHA2,MGME1
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,21,4,5,0.118874979019165,WIPF1 | FOXN3 | RORA,WIPF1,FOXN3,RORA
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,22,4,3,0.13692009449005124,MEPCE | PHF2 | AC012306.2,MEPCE,PHF2,AC012306.2
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,23,4,3,0.12036033968130744,ZNF7 | CCDC93 | HCG18,ZNF7,CCDC93,HCG18
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,24,3,2,0.2579753212630748,C3 | LGALS3BP | ANPEP,C3,LGALS3BP,ANPEP
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,25,3,2,0.14543772488832468,ATF7IP | TTBK2 | PHACTR4,ATF7IP,TTBK2,PHACTR4
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,26,3,2,0.14024296402931208,RASA3 | PIKFYVE | P3H1,RASA3,PIKFYVE,P3H1
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,27,3,2,0.12641163542866704,ANKRD50 | ZNF407 | ANKRD26,ANKRD50,ZNF407,ANKRD26
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,28,3,2,0.11952110379934311,S100A6 | SLC25A37 | S100A10,S100A6,SLC25A37,S100A10
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,29,3,2,0.12303937226533884,GNPTAB | SC5D | MALT1,GNPTAB,SC5D,MALT1
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,30,3,2,0.1160265579819679,DAB2 | LIMS1 | EMP2,DAB2,LIMS1,EMP2
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,31,3,2,0.11252777650952335,BMP2 | PLA2G4C | NR2F2,BMP2,PLA2G4C,NR2F2
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,32,3,2,0.13234191387891764,EPB41 | CDC42SE2 | FAM102A,EPB41,CDC42SE2,FAM102A
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,33,3,2,0.10403925180435175,ADAM12 | CLEC11A | S1PR2,ADAM12,CLEC11A,S1PR2
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,34,3,2,0.10319543257355684,EMILIN2 | CBLB | SAMHD1,EMILIN2,CBLB,SAMHD1
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,35,3,2,0.1036127209663391,C9ORF72 | B3GNT2 | PRKAR1A,C9ORF72,B3GNT2,PRKAR1A
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,36,2,1,0.2687263786792755,EEA1 | MAP1B,EEA1,MAP1B,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,37,2,1,0.1928876191377639,ISG15 | IRF7,ISG15,IRF7,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,38,2,1,0.1924406588077545,MEIS3 | PRRX2,MEIS3,PRRX2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,39,2,1,0.1909668296575546,EZH1 | ZRSR2,EZH1,ZRSR2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,40,2,1,0.183563619852066,C3ORF58 | ZBTB21,C3ORF58,ZBTB21,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,41,2,1,0.1748284548521042,KLF11 | KLF2,KLF11,KLF2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,42,2,1,0.1628891825675964,KLHL20 | SMARCE1,KLHL20,SMARCE1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,43,2,1,0.1607541590929031,TMEM47 | SPRED1,TMEM47,SPRED1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,44,2,1,0.1573156863451004,TDP2 | CYP20A1,TDP2,CYP20A1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,45,2,1,0.1529928594827652,ATG14 | KPNA5,ATG14,KPNA5,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,46,2,1,0.1466647833585739,MYC | PLK2,MYC,PLK2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,47,2,1,0.1384669691324234,NDUFS2 | KCTD20,NDUFS2,KCTD20,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,48,2,1,0.1373895555734634,NNT-AS1 | ADD3,NNT-AS1,ADD3,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,49,2,1,0.1359841078519821,B2M | STARD4,B2M,STARD4,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,50,2,1,0.1353628188371658,ZNF267 | CFLAR,ZNF267,CFLAR,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,51,2,1,0.1339558511972427,DHX33 | ITPRIPL2,DHX33,ITPRIPL2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,52,2,1,0.1286545693874359,TNFAIP2 | MGLL,TNFAIP2,MGLL,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,53,2,1,0.1268101930618286,NR1D1 | ZDHHC14,NR1D1,ZDHHC14,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,54,2,1,0.1246950253844261,KLF7 | SLCO3A1,KLF7,SLCO3A1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,55,2,1,0.1230522096157074,STEAP4 | CPM,STEAP4,CPM,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,56,2,1,0.1220129281282424,SHPRH | THUMPD1,SHPRH,THUMPD1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,57,2,1,0.1153983399271965,FAM84B | TNFSF10,FAM84B,TNFSF10,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,58,2,1,0.1152075007557869,ARID5B | CTNNAL1,ARID5B,CTNNAL1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,59,2,1,0.1146932244300842,CD99 | VAMP5,CD99,VAMP5,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,60,2,1,0.1133675947785377,DGKE | LPIN2,DGKE,LPIN2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,61,2,1,0.1132268235087394,PDLIM1 | CRIP2,PDLIM1,CRIP2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,62,2,1,0.1127151474356651,ERBIN | SMARCA2,ERBIN,SMARCA2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,63,2,1,0.1123869121074676,SH3KBP1 | CELF2,SH3KBP1,CELF2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,64,2,1,0.1118609458208084,TPBG | MAP4K5,TPBG,MAP4K5,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,65,2,1,0.1100485026836395,CDC42SE1 | C1ORF56,CDC42SE1,C1ORF56,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,66,2,1,0.1092497408390045,SCLT1 | CCDC18,SCLT1,CCDC18,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,67,2,1,0.1087895929813385,RFX1 | CAPN7,RFX1,CAPN7,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,68,2,1,0.1079533994197845,AC092279.1 | TMEM67,AC092279.1,TMEM67,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,69,2,1,0.107416883111,ZBTB43 | NFAT5,ZBTB43,NFAT5,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,70,2,1,0.1073179990053176,KIAA1217 | CRABP2,KIAA1217,CRABP2,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,71,2,1,0.1053553000092506,RASA2 | TTPAL,RASA2,TTPAL,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,72,2,1,0.1053368151187896,TSPAN13 | CYTH1,TSPAN13,CYTH1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,73,2,1,0.1046724393963813,EGFR | TBX3,EGFR,TBX3,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,74,2,1,0.1044404208660125,ERVK3-1 | TFB2M,ERVK3-1,TFB2M,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,75,2,1,0.1037788838148117,KANK2 | INAFM1,KANK2,INAFM1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,76,2,1,0.1036951541900634,TXNL4B | ANKRD49,TXNL4B,ANKRD49,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,77,2,1,0.1022654250264167,ZNF559 | DPP8,ZNF559,DPP8,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,78,2,1,0.1020627543330192,HBP1 | ZMYM5,HBP1,ZMYM5,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,79,2,1,0.101756140589714,UGDH | ERRFI1,UGDH,ERRFI1,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,80,2,1,0.101707637310028,AR | ALCAM,AR,ALCAM,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,81,2,1,0.101107656955719,RAI2 | PLSCR4,RAI2,PLSCR4,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,82,2,1,0.1008414849638938,THUMPD2 | PRR3,THUMPD2,PRR3,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,83,2,1,0.100678950548172,C1QTNF1 | NOTCH3,C1QTNF1,NOTCH3,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,84,2,1,0.1001237258315086,TCF7L1 | RNF217,TCF7L1,RNF217,
Normal__plus__Normal_BRCA1_pre_neoplastic,Normal | Normal_BRCA1_-_pre-neoplastic,20,85,2,1,0.1000154167413711,VCPKMT | LEMD3,VCPKMT,LEMD3,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,1,16,39,0.18888380225652301,KRT7 | KRT8 | KRT17,KRT7,KRT8,KRT17
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,2,14,14,0.17369182833603447,C1R | C1S | LHFPL6,C1R,C1S,LHFPL6
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,3,10,25,0.18818981766700746,ELF3 | CLDN4 | MAL2,ELF3,CLDN4,MAL2
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,4,9,11,0.16335291686383158,CALD1 | MYL9 | TAGLN,CALD1,MYL9,TAGLN
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,5,6,8,0.1596173234283924,LAMA4 | COL18A1 | ADAMTS4,LAMA4,COL18A1,ADAMTS4
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,6,5,6,0.17677523568272588,HLA-DRB1 | HLA-DRA | CD74,HLA-DRB1,HLA-DRA,CD74
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,7,4,4,0.29937696456909174,MT-CO3 | MT-ND4 | MT-CO2,MT-CO3,MT-ND4,MT-CO2
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,8,3,2,0.17997539788484568,HSPA1A | HSPA1B | DNAJB1,HSPA1A,HSPA1B,DNAJB1
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,9,3,2,0.181127481162548,ZBTB1 | DENND4A | UHRF2,ZBTB1,DENND4A,UHRF2
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,10,3,2,0.13990412652492515,CREBRF | SLC38A2 | INO80D,CREBRF,SLC38A2,INO80D
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,11,3,2,0.12736749276518816,CYBRD1 | NFIA | GSN,CYBRD1,NFIA,GSN
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,12,3,2,0.11678253114223475,FN1 | ABCA1 | TIMP2,FN1,ABCA1,TIMP2
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,13,3,2,0.10436772182583806,FOS | FOSB | ATF3,FOS,FOSB,ATF3
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,14,2,1,0.2299579381942749,HSPH1 | HSP90AA1,HSPH1,HSP90AA1,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,15,2,1,0.1732485145330429,ISG15 | IRF7,ISG15,IRF7,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,16,2,1,0.1514496058225631,EPB41 | CDC42SE2,EPB41,CDC42SE2,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,17,2,1,0.1504044234752655,BAG3 | KLF9,BAG3,KLF9,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,18,2,1,0.1457259505987167,FXYD1 | BGN,FXYD1,BGN,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,19,2,1,0.1309136748313903,LGALS3BP | C3,LGALS3BP,C3,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,20,2,1,0.1256524324417114,GNPTAB | SC5D,GNPTAB,SC5D,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,21,2,1,0.1206731721758842,OGT | EPM2AIP1,OGT,EPM2AIP1,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,22,2,1,0.1192037612199783,CSRNP1 | DUSP1,CSRNP1,DUSP1,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,23,2,1,0.1089042052626609,ZBED5 | DOT1L,ZBED5,DOT1L,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,24,2,1,0.1078705415129661,PIKFYVE | CSGALNACT2,PIKFYVE,CSGALNACT2,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,25,2,1,0.1033637002110481,NAF1 | GTF2B,NAF1,GTF2B,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,26,2,1,0.1013273447751998,MAST4 | NEDD9,MAST4,NEDD9,
Normal__plus__Normal_BRCA1_pre_neoplastic__plus__Triple_negative_BRCA1_tumor,Normal | Normal_BRCA1_-_pre-neoplastic | Triple_negative_BRCA1_tumor,20,27,2,1,0.1000750660896301,JUNB | HEXIM1,JUNB,HEXIM1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,1,25,93,0.19619854635769318,CD24 | KRT7 | KRT8,CD24,KRT7,KRT8
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,2,22,38,0.16903768303362945,C1R | C1S | CCDC80,C1R,C1S,CCDC80
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,3,10,20,0.200055730715394,KRT17 | KRT5 | SFN,KRT17,KRT5,SFN
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,4,9,12,0.1584865351517995,CALD1 | MYL9 | TPM2,CALD1,MYL9,TPM2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,5,9,13,0.14126630585927225,POLK | CLK4 | SACM1L,POLK,CLK4,SACM1L
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,6,7,8,0.16216516774147746,ZC3H4 | FRYL | ATAD2B,ZC3H4,FRYL,ATAD2B
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,7,6,11,0.25238311493938614,MT-ATP6 | MT-ND4 | MT-CO3,MT-ATP6,MT-ND4,MT-CO3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,8,6,5,0.12180172204971311,CDC42SE2 | MAP3K1 | EPB41,CDC42SE2,MAP3K1,EPB41
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,9,6,5,0.10755921900272365,PARP14 | VOPP1 | VPS13C,PARP14,VOPP1,VPS13C
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,10,6,7,0.18185504419463022,LAMA4 | ADAMTS4 | IGFBP7,LAMA4,ADAMTS4,IGFBP7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,11,5,4,0.15936792641878125,B2M | IFI6 | IFI27,B2M,IFI6,IFI27
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,12,5,7,0.2454487830400467,HLA-DRA | HLA-DRB1 | CD74,HLA-DRA,HLA-DRB1,CD74
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,13,4,3,0.16049520671367642,ZNF654 | KDM6A | FAM208A,ZNF654,KDM6A,FAM208A
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,14,4,3,0.12314714491367339,KDM6B | NFKB1 | ITPRIP,KDM6B,NFKB1,ITPRIP
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,15,3,2,0.1778943091630935,TBCD | TAOK2 | DCP2,TBCD,TAOK2,DCP2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,16,3,2,0.1281877793371677,ZFAND2A | CLK1 | ID2,ZFAND2A,CLK1,ID2
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,17,3,2,0.1822400093078613,METTL8 | MED27 | ZNF7,METTL8,MED27,ZNF7
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,18,3,2,0.1160422228276729,PIK3CA | ATP11B | LEMD3,PIK3CA,ATP11B,LEMD3
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,19,3,2,0.1124678403139114,CREBRF | SLC38A2 | HECA,CREBRF,SLC38A2,HECA
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,20,2,1,0.3969831466674804,CYTOR | MIR4435-2HG,CYTOR,MIR4435-2HG,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,21,2,1,0.294218361377716,MTRNR2L8 | MTRNR2L12,MTRNR2L8,MTRNR2L12,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,22,2,1,0.2409243583679199,HSPA1A | HSPA1B,HSPA1A,HSPA1B,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,23,2,1,0.176480621099472,HSPH1 | HSP90AA1,HSPH1,HSP90AA1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,24,2,1,0.1727213561534881,ZBTB1 | DENND4A,ZBTB1,DENND4A,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,25,2,1,0.1591804176568985,SP140L | IFI35,SP140L,IFI35,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,26,2,1,0.1393656432628631,MAST4 | NEDD9,MAST4,NEDD9,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,27,2,1,0.1386191993951797,NXF1 | JMJD6,NXF1,JMJD6,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,28,2,1,0.1371231973171234,PODXL | DOCK9,PODXL,DOCK9,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,29,2,1,0.1305800378322601,CARD8 | SLC12A6,CARD8,SLC12A6,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,30,2,1,0.1299963891506195,KAT6B | TMX4,KAT6B,TMX4,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,31,2,1,0.1291712522506714,MANF | SDF2L1,MANF,SDF2L1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,32,2,1,0.1281374990940094,NR3C1 | TACC1,NR3C1,TACC1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,33,2,1,0.1234051436185836,HEY1 | ID1,HEY1,ID1,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,34,2,1,0.1229256689548492,DDR2 | TGFBR3,DDR2,TGFBR3,
Normal__plus__Triple_negative_BRCA1_tumor,Normal | Triple_negative_BRCA1_tumor,20,35,2,1,0.1225003749132156,TSPYL2 | PER1,TSPYL2,PER1,
